team_slug,team_name,planning_year,race_id,race_name,category,date_label,status,actual_points,rider_count,source_url,pcs_race_slug,checked_at_utc,notes
team-flanders-baloise,Team Flanders - Baloise,2026,126,NXT Classic,1.1,04.04,completed,5.0,1,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,volta-nxt-classic,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,129,Clasica de Almeria,1.Pro,15.02,completed,3.0,1,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,clasica-de-almeria,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,144,Rund um Köln,1.1,17.05,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,rund-um-koln,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,146,GP de Denain,1.Pro,19.03,completed,10.0,1,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,gp-de-denain,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,148,Tro-Bro Leon,1.Pro,10.05,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,tro-bro-leon,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,152,Tour of Türkiye,2.Pro,26.04-03.05,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,tour-of-turkey,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,193,Tour de Wallonie,2.Pro,01.06-05.06,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,tour-de-wallonie,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,217,Région Pays de la Loire Tour,2.Pro,07.04-10.04,completed,18.0,3,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,region-pays-de-la-loire,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,231,Circuit Franco-Belge,1.Pro,10.06,scheduled,,,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,circuit-franco-belge,2026-04-21T03:38:31.782743+00:00,
team-flanders-baloise,Team Flanders - Baloise,2026,271,Trofeo Calvià,1.1,28.01,completed,38.0,3,https://www.procyclingstats.com/team/team-flanders-baloise-2026/season/points-per-rider,trofeo-calvia,2026-04-21T03:38:31.782743+00:00,
