race_id,race_name,year,month,date_label,category,race_type,race_country,race_subtitle,finishers,scoring_places,winner_points,top10_points,total_points,gc_scoring_places,gc_winner_points,gc_top10_points,gc_total_points,stage_count,stage_pages_parsed,stage_pages_missing,stage_scoring_places,stage_winner_points,stage_top10_points,stage_total_points,gc_points_share,stage_points_share,startlist_size,experienced_riders,total_startlist_starts,total_startlist_wins,total_startlist_podiums,total_startlist_top10s,total_field_form,top10_field_form,avg_top10_field_form,finish_rate,points_per_top10_form,points_per_total_form
48,GP Miguel Indurain,2022,4,02.04,1.Pro,One-day,Spain,"UCI, One-day race, 2nd April 2022, Spain",138,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,138,138,320.0,2.0,9.0,34.0,81.0,38.8,3.88,1.0,23.58247422680412,13.82716049382716
11248,Giro di Sicilia,2022,4,12.04-15.04,2.1,Stage race,Italy,"UCI, Stage race, 12th -15th April 2022, Italy",129,37,181.0,628.0,698.0,25,125.0,540.0,610.0,4,4,0,12,56.0,88.0,88.0,0.8739255014326648,0.1260744985673352,129,129,169.0,2.0,4.0,14.0,40.9,22.9,2.29,1.0,27.4235807860262,17.066014669926652
126,NXT Classic,2022,4,02.04,1.1,One-day,Netherlands,"UCI, One-day race, 2nd April 2022, Netherlands",148,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,148,148,229.0,2.0,7.0,21.0,56.89999999999999,28.9,2.8899999999999997,1.0,18.685121107266436,10.720562390158172
145,Paris - Camembert,2022,4,12.04,1.1,One-day,France,"UCI, One-day race, 12th April 2022, France",96,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,96,96,231.0,1.0,8.0,35.0,69.1,39.49999999999999,3.9499999999999993,1.0,13.670886075949369,8.827785817655572
134,Route Adélie de Vitré,2022,4,01.04,1.1,One-day,France,"UCI, One-day race, 1st April 2022, France",122,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,122,122,259.0,6.0,18.0,38.0,99.9,65.9,6.590000000000001,1.0,8.19423368740516,6.106106106106106
217,Région Pays de la Loire Tour,2022,4,05.04-08.04,2.1,Stage race,France,"UCI, Stage race, 5th -8th April 2022, France",108,37,181.0,628.0,698.0,25,125.0,540.0,610.0,4,4,0,12,56.0,88.0,88.0,0.8739255014326648,0.1260744985673352,108,108,182.0,3.0,8.0,21.0,56.19999999999999,36.900000000000006,3.69,1.0,17.018970189701893,12.419928825622778
56,Scheldeprijs,2022,4,06.04,1.Pro,One-day,Belgium,"UCI, One-day race, 6th April 2022, Belgium",137,30,200.0,915.0,1090.0,30,200.0,915.0,1090.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,137,137,392.0,5.0,13.0,45.0,112.2,64.2,6.42,1.0,14.25233644859813,9.714795008912656
1285,Tour du Jura,2022,4,16.04,1.1,One-day,France,"UCI, One-day race, 16th April 2022, France",122,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,122,122,181.0,1.0,5.0,16.0,42.1,22.3,2.23,1.0,24.2152466367713,14.489311163895486
507,Tour of Thailand,2022,4,01.04-06.04,2.1,Stage race,Thailand,"UCI, Stage race, 1st -6th April 2022, Thailand",105,43,209.0,672.0,742.0,25,125.0,540.0,610.0,6,6,0,18,84.0,132.0,132.0,0.8221024258760108,0.1778975741239892,105,105,283.0,3.0,9.0,39.0,85.3,45.29999999999999,4.529999999999999,1.0,14.834437086092718,8.698710433763189
152,Tour of Türkiye,2022,4,10.04-17.04,2.Pro,Stage race,Turkey,"UCI, Stage race, 10th -17th April 2022, Turkey",169,61,340.0,1160.0,1365.0,40,200.0,915.0,1120.0,8,8,0,21,140.0,245.0,245.0,0.8205128205128205,0.1794871794871795,169,169,320.0,3.0,8.0,21.0,70.0,37.599999999999994,3.7599999999999993,1.0,30.85106382978724,19.5
62,Tour of the Alps,2022,4,18.04-22.04,2.Pro,Stage race,Italy,"UCI, Stage race, 18th -22nd April 2022, Italy",118,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,118,118,241.0,5.0,11.0,27.0,77.1,51.2,5.119999999999999,1.0,21.2890625,16.796368352788587
175,4 Jours de Dunkerque,2022,5,03.05-08.05,2.Pro,Stage race,France,"UCI, Stage race, 3rd  -8th May 2022, France",123,58,320.0,1125.0,1330.0,40,200.0,915.0,1120.0,6,6,0,18,120.0,210.0,210.0,0.8421052631578947,0.1578947368421052,123,123,217.0,3.0,7.0,20.0,57.69999999999999,36.7,3.67,1.0,30.65395095367847,23.05025996533796
10204,Antwerp Port Epic,2022,5,22.05,1.1,One-day,Belgium,"UCI, One-day race, 22nd May 2022, Belgium",111,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,111,111,172.0,3.0,6.0,14.0,46.20000000000001,28.4,2.84,1.0,19.014084507042256,13.2034632034632
182,Boucles de l'Aulne,2022,5,22.05,1.1,One-day,France,"UCI, One-day race, 22nd May 2022, France",103,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,103,103,243.0,5.0,15.0,37.0,91.29999999999995,57.6,5.76,1.0,9.375,6.681270536692225
343,Boucles de la Mayenne,2022,5,26.05-29.05,2.Pro,Stage race,France,"UCI, Stage race, 26th -29th May 2022, France",129,52,280.0,1055.0,1260.0,40,200.0,915.0,1120.0,4,4,0,12,80.0,140.0,140.0,0.8888888888888888,0.1111111111111111,129,129,236.0,4.0,9.0,22.0,66.6,39.20000000000001,3.920000000000001,1.0,26.913265306122444,18.91891891891892
537,Circuit de Wallonie,2022,5,26.05,1.1,One-day,Belgium,"UCI, One-day race, 26th May 2022, Belgium",134,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,134,134,204.0,2.0,9.0,24.0,59.4,29.5,2.95,1.0,18.305084745762713,10.26936026936027
180,Grand Prix du Morbihan,2022,5,14.05,1.Pro,One-day,France,"UCI, One-day race, 14th May 2022, France",142,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,142,142,262.0,3.0,12.0,34.0,81.20000000000002,53.900000000000006,5.390000000000001,1.0,16.975881261595546,13.79310344827586
3838,Grote Prijs Marcel Kint,2022,5,29.05,1.1,One-day,Belgium,"UCI, One-day race, 29th May 2022, Belgium",140,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,140,140,228.0,3.0,6.0,23.0,60.8,33.8,3.38,1.0,15.976331360946746,10.032894736842104
13188,Mercan'Tour Classic Alpes-Maritimes,2022,5,31.05,1.1,One-day,France,"UCI, One-day race, 31st May 2022, France",113,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,113,113,128.0,1.0,3.0,10.0,28.799999999999997,17.0,1.7,1.0,31.764705882352946,21.180555555555557
144,Rund um Köln,2022,5,22.05,1.1,One-day,Germany,"UCI, One-day race, 22nd May 2022, Germany",144,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,144,144,236.0,4.0,9.0,18.0,62.599999999999994,39.8,3.979999999999999,1.0,13.5678391959799,9.7444089456869
765,Tour de Hongrie,2022,5,11.05-15.05,2.1,Stage race,Hungary,"UCI, Stage race, 11th -15th May 2022, Hungary",131,40,195.0,650.0,720.0,25,125.0,540.0,610.0,5,5,0,15,70.0,110.0,110.0,0.8472222222222222,0.1527777777777778,131,131,216.0,2.0,6.0,13.0,46.60000000000001,24.700000000000003,2.47,1.0,26.31578947368421,15.450643776824032
147,Tour du Finistère,2022,5,21.05,1.1,One-day,France,"UCI, One-day race, 21st May 2022, France",110,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,110,110,263.0,6.0,12.0,38.0,94.3,65.8,6.58,1.0,8.206686930091186,6.468716861081655
250,Tour of Estonia,2022,5,26.05-28.05,2.1,Stage race,Estonia,"UCI, Stage race, 26th -28th May 2022, Estonia",137,34,167.0,606.0,676.0,25,125.0,540.0,610.0,3,3,0,9,42.0,66.0,66.0,0.9023668639053254,0.0976331360946745,137,137,264.0,3.0,7.0,31.0,73.4,45.5,4.55,1.0,13.31868131868132,9.209809264305177
513,Tour of Hellas,2022,5,27.04-01.05,2.1,Stage race,Greece,"UCI, Stage race, 27th April-1st May 2022, Greece",133,40,195.0,650.0,720.0,25,125.0,540.0,610.0,5,5,0,15,70.0,110.0,110.0,0.8472222222222222,0.1527777777777778,133,133,142.0,1.0,3.0,12.0,32.2,17.6,1.7600000000000002,1.0,36.93181818181818,22.360248447204967
71,Tour of Norway,2022,5,24.05-29.05,2.Pro,Stage race,Norway,"UCI, Stage race, 24th -29th May 2022, Norway",107,58,320.0,1125.0,1330.0,40,200.0,915.0,1120.0,6,6,0,18,120.0,210.0,210.0,0.8421052631578947,0.1578947368421052,107,107,204.0,4.0,8.0,26.0,66.39999999999998,37.2,3.72,1.0,30.241935483870964,20.030120481927717
148,Tro-Bro Leon,2022,5,15.05,1.Pro,One-day,France,"UCI, One-day race, 15th May 2022, France",152,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,152,152,314.0,3.0,8.0,28.0,76.39999999999999,42.10000000000001,4.210000000000001,1.0,21.733966745843222,14.659685863874348
50,Veenendaal Classic,2022,5,21.05,1.1,One-day,Netherlands,"UCI, One-day race, 21st May 2022, Netherlands",147,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,147,147,226.0,4.0,6.0,22.0,62.60000000000001,38.7,3.87,1.0,13.95348837209302,9.7444089456869
153,Vuelta a Asturias,2022,5,29.04-01.05,2.1,Stage race,Spain,"UCI, Stage race, 29th April-1st May 2022, Spain",100,34,167.0,606.0,676.0,25,125.0,540.0,610.0,3,3,0,9,42.0,66.0,66.0,0.9023668639053254,0.0976331360946745,100,100,193.0,1.0,5.0,21.0,48.3,28.300000000000004,2.8300000000000005,1.0,21.41342756183745,13.995859213250515
8516,Adriatica Ionica Race,2022,6,04.06-08.06,2.1,Stage race,Italy,"UCI, Stage race, 4th -8th June 2022, Italy",114,40,195.0,650.0,720.0,25,125.0,540.0,610.0,5,5,0,15,70.0,110.0,110.0,0.8472222222222222,0.1527777777777778,114,114,173.0,2.0,5.0,19.0,47.3,28.2,2.82,1.0,23.04964539007092,15.221987315010573
60,Baloise Belgium Tour,2022,6,15.06-19.06,2.Pro,Stage race,Belgium,"UCI, Stage race, 15th -19th June 2022, Belgium",151,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,151,151,369.0,1.0,7.0,26.0,72.9,32.7,3.2700000000000005,1.0,33.33333333333333,17.764060356652948
64,Brussels Cycling Classic,2022,6,05.06,1.Pro,One-day,Belgium,"UCI, One-day race, 5th June 2022, Belgium",128,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,128,128,326.0,3.0,10.0,39.0,90.6,42.4,4.24,1.0,21.580188679245285,12.362030905077264
10459,CIC - Mont Ventoux,2022,6,14.06,1.1,One-day,France,"UCI, One-day race, 14th June 2022, France",129,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,129,129,196.0,2.0,5.0,18.0,48.599999999999994,27.0,2.7,1.0,20.0,12.551440329218108
425,Dwars door het Hageland,2022,6,11.06,1.Pro,One-day,Belgium,"UCI, One-day race, 11th June 2022, Belgium",118,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,118,118,235.0,3.0,11.0,35.0,78.49999999999999,46.1,4.61,1.0,19.84815618221258,14.26751592356688
8515,Elfstedenronde,2022,6,12.06,1.1,One-day,Belgium,"UCI, One-day race, 12th June 2022, Belgium",136,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,136,136,211.0,3.0,7.0,18.0,55.100000000000016,32.800000000000004,3.28,1.0,16.46341463414634,11.070780399274044
199,GP Gippingen,2022,6,10.06,1.1,One-day,Switzerland,"UCI, One-day race, 10th June 2022, Switzerland",151,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,151,151,247.0,6.0,10.0,25.0,77.7,48.4,4.84,1.0,11.15702479338843,7.850707850707851
149,Giro dell'Appennino,2022,6,02.06,1.1,One-day,Italy,"UCI, One-day race, 2nd June 2022, Italy",126,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,126,126,220.0,1.0,7.0,20.0,51.99999999999999,27.4,2.74,1.0,19.70802919708029,11.730769230769232
349,Heistse Pijl,2022,6,04.06,1.1,One-day,Belgium,"UCI, One-day race, 4th June 2022, Belgium",150,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,150,150,267.0,1.0,5.0,29.0,63.7,27.9,2.79,1.0,19.354838709677416,9.576138147566718
437,Ronde van Limburg,2022,6,06.06,1.1,One-day,Belgium,"UCI, One-day race, 6th June 2022, Belgium",138,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,138,138,246.0,2.0,7.0,32.0,69.6,36.9,3.69,1.0,14.634146341463415,8.764367816091955
212,Route d'Occitanie,2022,6,16.06-19.06,2.1,Stage race,France,"UCI, Stage race, 16th -19th June 2022, France",144,37,181.0,628.0,698.0,25,125.0,540.0,610.0,4,4,0,12,56.0,88.0,88.0,0.8739255014326648,0.1260744985673352,144,144,289.0,5.0,14.0,30.0,87.9,54.0,5.4,1.0,11.62962962962963,7.940841865756541
211,Tour of Slovenia,2022,6,15.06-19.06,2.Pro,Stage race,Slovenia,"UCI, Stage race, 15th -19th June 2022, Slovenia",144,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,144,144,293.0,3.0,9.0,30.0,77.29999999999998,45.80000000000001,4.580000000000001,1.0,23.79912663755458,16.75291073738681
213,ZLM Tour,2022,6,08.06-12.06,2.Pro,Stage race,Netherlands,"UCI, Stage race, 8th -12th June 2022, Netherlands",119,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,119,119,181.0,2.0,5.0,15.0,44.10000000000001,26.90000000000001,2.6900000000000004,1.0,40.52044609665427,29.36507936507936
202,Circuito de Getxo,2022,7,31.07,1.1,One-day,Spain,"UCI, One-day race, 31st July 2022, Spain",152,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,152,152,292.0,7.0,17.0,32.0,99.2,65.2,6.5200000000000005,1.0,8.282208588957054,6.149193548387097
258,Sibiu Cycling Tour,2022,7,02.07-05.07,2.1,Stage race,Romania,"UCI, Stage race, 2nd -5th July 2022, Romania",162,40,195.0,650.0,720.0,25,125.0,540.0,610.0,5,5,0,15,70.0,110.0,110.0,0.8472222222222222,0.1527777777777778,162,162,280.0,2.0,7.0,27.0,68.0,29.299999999999997,2.9299999999999997,1.0,22.18430034129693,10.588235294117649
193,Tour de Wallonie,2022,7,23.07-27.07,2.Pro,Stage race,Belgium,"UCI, Stage race, 23rd  -27th July 2022, Belgium",150,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,150,150,353.0,6.0,12.0,37.0,102.29999999999998,54.2,5.42,1.0,20.11070110701107,12.658846529814276
207,Villafranca de Ordizia,2022,7,25.07,1.1,One-day,Spain,"UCI, One-day race, 25th July 2022, Spain",137,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,137,137,276.0,7.0,17.0,45.0,110.6,64.8,6.4799999999999995,1.0,8.333333333333334,5.515370705244123
85,Vuelta a Castilla y León,2022,7,27.07-28.07,2.1,Stage race,Spain,"UCI, Stage race, 27th -28th July 2022, Spain",127,31,153.0,584.0,654.0,25,125.0,540.0,610.0,2,2,0,6,28.0,44.0,44.0,0.9327217125382264,0.0672782874617737,127,127,218.0,1.0,3.0,21.0,48.8,23.500000000000004,2.3500000000000005,1.0,24.85106382978723,13.401639344262296
259,Arctic Race of Norway,2022,8,11.08-14.08,2.Pro,Stage race,Norway,"UCI, Stage race, 11th -14th August 2022, Norway",111,52,280.0,1055.0,1260.0,40,200.0,915.0,1120.0,4,4,0,12,80.0,140.0,140.0,0.8888888888888888,0.1111111111111111,111,111,189.0,1.0,6.0,20.0,47.9,27.9,2.79,1.0,37.81362007168458,26.304801670146137
231,Circuit Franco-Belge,2022,8,10.08,1.Pro,One-day,Belgium,"UCI, One-day race, 10th August 2022, Belgium",137,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,137,137,321.0,5.0,11.0,29.0,87.1,46.1,4.61,1.0,19.84815618221258,12.85878300803674
15209,Czech Tour,2022,8,04.08-07.08,2.1,Stage race,Czechia,"UCI, Stage race, 4th -7th August 2022, Czechia",152,37,181.0,628.0,698.0,25,125.0,540.0,610.0,4,4,0,12,56.0,88.0,88.0,0.8739255014326648,0.1260744985673352,152,152,277.0,4.0,10.0,31.0,80.7,45.3,4.53,1.0,13.863134657836644,8.649318463444857
186,Druivenkoers Overijse,2022,8,24.08,1.1,One-day,Belgium,"UCI, One-day race, 24th August 2022, Belgium",135,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,135,135,262.0,1.0,10.0,28.0,67.19999999999999,30.9,3.0900000000000003,1.0,17.475728155339805,9.077380952380954
188,Egmont Cycling Race,2022,8,23.08,1.1,One-day,Belgium,"UCI, One-day race, 23rd  August 2022, Belgium",162,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,162,162,303.0,2.0,7.0,25.0,68.3,33.1,3.31,1.0,16.31419939577039,8.931185944363104
36,Lidl Deutschland Tour,2022,8,24.08-28.08,2.Pro,Stage race,Germany,"UCI, Stage race, 24th -28th August 2022, Germany",120,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,120,120,191.0,2.0,7.0,20.0,52.099999999999994,27.300000000000004,2.7300000000000004,1.0,39.92673992673992,24.85604606525912
203,Polynormande,2022,8,14.08,1.1,One-day,France,"UCI, One-day race, 14th August 2022, France",124,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,124,124,266.0,6.0,11.0,39.0,94.59999999999998,51.4,5.14,1.0,10.505836575875486,6.448202959830868
32,PostNord Tour of Denmark,2022,8,16.08-20.08,2.Pro,Stage race,Denmark,"UCI, Stage race, 16th -20th August 2022, Denmark",147,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,147,147,334.0,2.0,9.0,32.0,80.4,38.3,3.83,1.0,28.45953002610966,16.106965174129353
184,Schaal Sels,2022,8,21.08,1.1,One-day,Belgium,"UCI, One-day race, 21st August 2022, Belgium",120,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,120,120,163.0,1.0,4.0,14.0,37.29999999999999,20.300000000000004,2.03,1.0,26.600985221674872,16.35388739946381
63,Tour de l'Ain,2022,8,09.08-11.08,2.1,Stage race,France,"UCI, Stage race, 9th -11th August 2022, France",119,34,167.0,606.0,676.0,25,125.0,540.0,610.0,3,3,0,9,42.0,66.0,66.0,0.9023668639053254,0.0976331360946745,119,119,236.0,1.0,5.0,27.0,58.599999999999994,30.1,3.01,1.0,20.132890365448507,11.535836177474405
191,Tour du Limousin,2022,8,16.08-19.08,2.1,Stage race,France,"UCI, Stage race, 16th -19th August 2022, France",138,37,181.0,628.0,698.0,25,125.0,540.0,610.0,4,4,0,12,56.0,88.0,88.0,0.8739255014326648,0.1260744985673352,138,138,305.0,3.0,9.0,22.0,70.5,36.2,3.62,1.0,17.34806629834254,9.900709219858156
187,Tour du Poitou-Charentes,2022,8,23.08-26.08,2.1,Stage race,France,"UCI, Stage race, 23rd  -26th August 2022, France",132,40,195.0,650.0,720.0,25,125.0,540.0,610.0,5,5,0,15,70.0,110.0,110.0,0.8472222222222222,0.1527777777777778,132,132,272.0,2.0,6.0,20.0,59.2,32.0,3.2,1.0,20.3125,12.162162162162163
161,Tour of Leuven,2022,8,07.08,1.1,One-day,Belgium,"UCI, One-day race, 7th August 2022, Belgium",142,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,142,142,275.0,5.0,12.0,32.0,86.5,48.0,4.8,1.0,11.25,7.0520231213872835
197,Volta a Portugal,2022,8,04.08-15.08,2.1,Stage race,Portugal,"UCI, Stage race, 4th -15th August 2022, Portugal",125,58,279.0,782.0,852.0,25,125.0,540.0,610.0,11,11,0,33,154.0,242.0,242.0,0.715962441314554,0.284037558685446,125,125,378.0,2.0,11.0,36.0,90.79999999999995,58.89999999999999,5.889999999999999,1.0,13.276740237691005,9.383259911894278
192,Vuelta a Burgos,2022,8,02.08-06.08,2.Pro,Stage race,Spain,"UCI, Stage race, 2nd -6th August 2022, Spain",117,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,117,117,293.0,7.0,19.0,47.0,116.29999999999998,72.7,7.27,1.0,14.99312242090784,11.134995700773862
262,Coppa Agostoni,2022,9,29.09,1.1,One-day,Italy,"UCI, One-day race, 29th September 2022, Italy",144,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,144,144,299.0,3.0,11.0,30.0,79.9,40.3,4.029999999999999,1.0,13.399503722084368,7.634543178973717
160,Coppa Sabatini,2022,9,15.09,1.Pro,One-day,Italy,"UCI, One-day race, 15th September 2022, Italy",128,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,128,128,252.0,3.0,14.0,32.0,80.19999999999999,48.4,4.84,1.0,18.90495867768595,13.965087281795514
171,GP d'Isbergues,2022,9,18.09,1.1,One-day,France,"UCI, One-day race, 18th September 2022, France",115,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,115,115,293.0,3.0,8.0,39.0,85.30000000000001,48.4,4.84,1.0,11.15702479338843,7.151230949589682
92,GP de Fourmies,2022,9,11.09,1.Pro,One-day,France,"UCI, One-day race, 11th September 2022, France",161,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,161,161,333.0,1.0,8.0,29.0,73.3,35.800000000000004,3.5800000000000005,1.0,25.558659217877093,15.279672578444748
4025,Giro della Toscana,2022,9,14.09,1.1,One-day,Italy,"UCI, One-day race, 14th September 2022, Italy",129,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,129,129,219.0,3.0,6.0,18.0,54.9,32.199999999999996,3.22,1.0,16.77018633540373,11.11111111111111
444,Gooikse Pijl,2022,9,18.09,1.1,One-day,Belgium,"UCI, One-day race, 18th September 2022, Belgium",153,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,153,153,294.0,3.0,14.0,37.0,89.4,51.599999999999994,5.159999999999999,1.0,10.465116279069768,6.823266219239374
93,Grand Prix de Wallonie,2022,9,14.09,1.Pro,One-day,Belgium,"UCI, One-day race, 14th September 2022, Belgium",137,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,137,137,300.0,6.0,16.0,33.0,97.0,63.099999999999994,6.31,1.0,14.500792393026943,11.54639175257732
167,Kamp. van Vlaanderen,2022,9,16.09,1.1,One-day,Belgium,"UCI, One-day race, 16th September 2022, Belgium",164,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,164,164,337.0,4.0,13.0,42.0,100.70000000000002,57.6,5.76,1.0,9.375,6.057596822244289
13191,Maryland Cycling Classic,2022,9,04.09,1.Pro,One-day,USA,"UCI, One-day race, 4th September 2022, USA",109,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,109,109,109.0,1.0,3.0,10.0,26.90000000000001,17.0,1.7,1.0,53.8235294117647,41.635687732342
380,Okolo Slovenska,2022,9,13.09-17.09,2.1,Stage race,Slovakia,"UCI, Stage race, 13th -17th September 2022, Slovakia",146,40,195.0,650.0,720.0,25,125.0,540.0,610.0,5,5,0,15,70.0,110.0,110.0,0.8472222222222222,0.1527777777777778,146,146,309.0,1.0,5.0,19.0,57.900000000000006,28.4,2.84,1.0,22.887323943661972,12.43523316062176
170,Omloop van het Houtland,2022,9,21.09,1.1,One-day,Belgium,"UCI, One-day race, 21st September 2022, Belgium",152,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,152,152,305.0,5.0,11.0,37.0,93.5,51.5,5.15,1.0,10.485436893203884,6.524064171122996
949,Paris-Chauny,2022,9,25.09,1.1,One-day,France,"UCI, One-day race, 25th September 2022, France",159,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,159,159,298.0,6.0,10.0,32.0,89.80000000000001,47.8,4.78,1.0,11.297071129707112,6.792873051224944
168,SUPER 8 Classic,2022,9,17.09,1.Pro,One-day,Belgium,"UCI, One-day race, 17th September 2022, Belgium",154,40,200.0,915.0,1120.0,40,200.0,915.0,1120.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,154,154,305.0,4.0,8.0,23.0,73.5,36.7,3.669999999999999,1.0,24.93188010899183,15.238095238095235
37,Tour de Luxembourg,2022,9,13.09-17.09,2.Pro,Stage race,Luxembourg,"UCI, Stage race, 13th -17th September 2022, Luxembourg",113,55,300.0,1090.0,1295.0,40,200.0,915.0,1120.0,5,5,0,15,100.0,175.0,175.0,0.8648648648648649,0.1351351351351351,113,113,182.0,1.0,4.0,14.0,39.2,20.9,2.0900000000000003,1.0,52.15311004784689,33.03571428571429
162,Tour du Doubs,2022,9,04.09,1.1,One-day,France,"UCI, One-day race, 4th September 2022, France",106,25,125.0,540.0,610.0,25,125.0,540.0,610.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,106,106,242.0,5.0,17.0,41.0,97.19999999999996,59.7,5.970000000000001,1.0,9.045226130653266,6.275720164609055
