race,year,team_norm,riders_started,slug,tier,points_scored,is_proteam
La Route Adélie de Vitré,2025,euskaltel - euskadi,5,route-adelie-de-vitre,Lower,0.0,True
La Route Adélie de Vitré,2025,team novo nordisk,7,route-adelie-de-vitre,Lower,28.0,True
La Route Adélie de Vitré,2025,totalenergies,7,route-adelie-de-vitre,Lower,0.0,True
La Route Adélie de Vitré,2025,unibet tietema rockets,6,route-adelie-de-vitre,Lower,0.0,True
La Route Adélie de Vitré,2025,uno-x mobility,7,route-adelie-de-vitre,Lower,75.0,True
La Route Adélie de Vitré,2025,vf group - bardiani csf - faizanè,6,route-adelie-de-vitre,Lower,0.0,True
La Route Adélie de Vitré,2025,wagner bazin wb,6,route-adelie-de-vitre,Lower,7.0,True
La Route d'Occitanie - CIC  |  General classification,2025,burgos burpellet bh,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - CIC  |  General classification,2025,caja rural - seguros rga,7,la-route-d-occitanie,Lower,36.0,True
La Route d'Occitanie - CIC  |  General classification,2025,equipo kern pharma,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - CIC  |  General classification,2025,euskaltel - euskadi,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - CIC  |  General classification,2025,team polti visitmalta,7,la-route-d-occitanie,Lower,70.0,True
La Route d'Occitanie - CIC  |  General classification,2025,totalenergies,6,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - CIC  |  General classification,2025,unibet tietema rockets,6,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - CIC  |  General classification,2025,wagner bazin wb,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  General classification,2023,burgos - bh,6,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  General classification,2023,caja rural - seguros rga,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  General classification,2023,equipo kern pharma,6,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  General classification,2023,euskaltel - euskadi,4,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  General classification,2023,israel - premier tech,7,la-route-d-occitanie,Lower,100.0,True
La Route d'Occitanie - La Dépêche du Midi  |  General classification,2023,totalenergies,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  General classification,2023,uno-x pro cycling team,4,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  Stage 2,2022,b&b hotels - ktm,4,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  Stage 2,2022,burgos - bh,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  Stage 2,2022,caja rural - seguros rga,4,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  Stage 2,2022,equipo kern pharma,6,la-route-d-occitanie,Lower,20.0,True
La Route d'Occitanie - La Dépêche du Midi  |  Stage 2,2022,team arkéa samsic,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  Stage 2,2022,totalenergies,7,la-route-d-occitanie,Lower,0.0,True
La Route d'Occitanie - La Dépêche du Midi  |  Stage 2,2022,uno-x pro cycling team,7,la-route-d-occitanie,Lower,0.0,True
La Tropicale Amissa Bongo  |  Stage 5,2023,bingoal wb,6,la-tropicale-amissa-bongo,Lower,0.0,True
La Tropicale Amissa Bongo  |  Stage 5,2023,burgos - bh,6,la-tropicale-amissa-bongo,Lower,20.0,True
La Tropicale Amissa Bongo  |  Stage 5,2023,totalenergies,6,la-tropicale-amissa-bongo,Lower,0.0,True
La Vuelta Ciclista a España  |  Stage 10,2024,equipo kern pharma,8,vuelta-a-espana,UWT,0.0,True
La Vuelta Ciclista a España  |  Stage 10,2024,euskaltel - euskadi,6,vuelta-a-espana,UWT,15.0,True
La Vuelta Ciclista a España  |  Stage 10,2024,israel - premier tech,6,vuelta-a-espana,UWT,0.0,True
La Vuelta Ciclista a España  |  Stage 10,2024,lotto dstny,6,vuelta-a-espana,UWT,0.0,True
La Vuelta Ciclista a España  |  Stage 2,2023,burgos - bh,8,vuelta-a-espana,UWT,0.0,True
La Vuelta Ciclista a España  |  Stage 2,2023,caja rural - seguros rga,6,vuelta-a-espana,UWT,0.0,True
La Vuelta Ciclista a España  |  Stage 2,2023,lotto dstny,8,vuelta-a-espana,UWT,80.0,True
La Vuelta Ciclista a España  |  Stage 2,2023,totalenergies,5,vuelta-a-espana,UWT,0.0,True
La Vuelta ciclista a España  |  Stage 19,2022,alpecin - deceuninck,6,vuelta-a-espana,UWT,0.0,True
La Vuelta ciclista a España  |  Stage 19,2022,burgos - bh,6,vuelta-a-espana,UWT,0.0,True
La Vuelta ciclista a España  |  Stage 19,2022,equipo kern pharma,5,vuelta-a-espana,UWT,10.0,True
La Vuelta ciclista a España  |  Stage 19,2022,euskaltel - euskadi,8,vuelta-a-espana,UWT,0.0,True
La Vuelta ciclista a España  |  Stage 19,2022,team arkéa samsic,5,vuelta-a-espana,UWT,0.0,True
Le Samyn,2023,bingoal wb,7,gp-samyn,Lower,0.0,True
Le Samyn,2023,human powered health,7,gp-samyn,Lower,0.0,True
Le Samyn,2023,israel - premier tech,7,gp-samyn,Lower,0.0,True
Le Samyn,2023,lotto dstny,7,gp-samyn,Lower,75.0,True
Le Samyn,2023,q36.5 pro cycling team,7,gp-samyn,Lower,0.0,True
Le Samyn,2023,team flanders - baloise,6,gp-samyn,Lower,16.0,True
Le Samyn,2023,uno-x pro cycling team,7,gp-samyn,Lower,0.0,True
Le Samyn,2024,bingoal wb,7,gp-samyn,Lower,24.0,True
Le Samyn,2024,equipo kern pharma,6,gp-samyn,Lower,0.0,True
Le Samyn,2024,lotto dstny,7,gp-samyn,Lower,0.0,True
Le Samyn,2024,q36.5 pro cycling team,7,gp-samyn,Lower,0.0,True
Le Samyn,2024,tdt - unibet cycling team,7,gp-samyn,Lower,0.0,True
Le Samyn,2024,team flanders - baloise,7,gp-samyn,Lower,0.0,True
Le Samyn,2024,totalenergies,7,gp-samyn,Lower,0.0,True
Le Samyn,2024,uno-x mobility,7,gp-samyn,Lower,0.0,True
Lidl Deutschland Tour  |  General classification,2024,caja rural - seguros rga,5,deutschland-tour,Pro,32.0,True
Lidl Deutschland Tour  |  General classification,2024,q36.5 pro cycling team,5,deutschland-tour,Pro,50.0,True
Lidl Deutschland Tour  |  General classification,2024,totalenergies,5,deutschland-tour,Pro,0.0,True
Lidl Deutschland Tour  |  General classification,2024,tudor pro cycling team,5,deutschland-tour,Pro,60.0,True
Lidl Deutschland Tour  |  General classification,2024,uno-x mobility,5,deutschland-tour,Pro,90.0,True
Lidl Deutschland Tour  |  General classification,2025,israel - premier tech,6,deutschland-tour,Pro,90.0,True
Lidl Deutschland Tour  |  General classification,2025,q36.5 pro cycling team,6,deutschland-tour,Pro,0.0,True
Lidl Deutschland Tour  |  General classification,2025,totalenergies,6,deutschland-tour,Pro,0.0,True
Lidl Deutschland Tour  |  General classification,2025,tudor pro cycling team,6,deutschland-tour,Pro,0.0,True
Lidl Deutschland Tour  |  General classification,2025,uno-x mobility,5,deutschland-tour,Pro,150.0,True
Liège-Bastogne-Liège,2024,bingoal wb,7,liege-bastogne-liege,UWT,0.0,True
Liège-Bastogne-Liège,2024,equipo kern pharma,7,liege-bastogne-liege,UWT,0.0,True
Liège-Bastogne-Liège,2024,israel - premier tech,7,liege-bastogne-liege,UWT,0.0,True
Liège-Bastogne-Liège,2024,lotto dstny,7,liege-bastogne-liege,UWT,120.0,True
Liège-Bastogne-Liège,2024,team flanders - baloise,7,liege-bastogne-liege,UWT,0.0,True
Liège-Bastogne-Liège,2024,totalenergies,7,liege-bastogne-liege,UWT,0.0,True
Liège-Bastogne-Liège,2024,uno-x mobility,7,liege-bastogne-liege,UWT,0.0,True
Lotto Famenne Ardenne Classic,2024,bingoal wb,7,famenne-ardenne-classic,Lower,0.0,True
Lotto Famenne Ardenne Classic,2024,israel - premier tech,7,famenne-ardenne-classic,Lower,0.0,True
Lotto Famenne Ardenne Classic,2024,lotto dstny,7,famenne-ardenne-classic,Lower,0.0,True
Lotto Famenne Ardenne Classic,2024,q36.5 pro cycling team,5,famenne-ardenne-classic,Lower,0.0,True
Lotto Famenne Ardenne Classic,2024,tdt - unibet cycling team,5,famenne-ardenne-classic,Lower,20.0,True
Lotto Famenne Ardenne Classic,2024,team flanders - baloise,6,famenne-ardenne-classic,Lower,16.0,True
Lotto Famenne Ardenne Classic,2024,totalenergies,5,famenne-ardenne-classic,Lower,0.0,True
Marcel Kint Classic,2022,b&b hotels - ktm,7,grote-prijs-marcel-kint,Lower,55.0,True
Marcel Kint Classic,2022,bingoal pauwels sauces wb,7,grote-prijs-marcel-kint,Lower,0.0,True
Marcel Kint Classic,2022,sport vlaanderen - baloise,5,grote-prijs-marcel-kint,Lower,0.0,True
Marcel Kint Classic,2022,team arkéa samsic,7,grote-prijs-marcel-kint,Lower,0.0,True
Marcel Kint Classic,2022,totalenergies,7,grote-prijs-marcel-kint,Lower,0.0,True
Marcel Kint Classic,2022,uno-x pro cycling team,7,grote-prijs-marcel-kint,Lower,0.0,True
Maryland Cycling Classic,2025,israel - premier tech,7,maryland-cycling-classic,Pro,0.0,True
Maryland Cycling Classic,2025,team novo nordisk,7,maryland-cycling-classic,Pro,22.0,True
Maryland Cycling Classic,2025,team solution tech - vini fantini,7,maryland-cycling-classic,Pro,0.0,True
Maryland Cycling Classic,2025,totalenergies,7,maryland-cycling-classic,Pro,125.0,True
Maryland Cycling Classic,2025,tudor pro cycling team,6,maryland-cycling-classic,Pro,0.0,True
Maryland Cycling Classic,2025,uno-x mobility,7,maryland-cycling-classic,Pro,85.0,True
"Maryland Cycling Classic, presented by UnitedHealthcare",2022,human powered health,7,maryland-cycling-classic,Pro,101.0,True
"Maryland Cycling Classic, presented by UnitedHealthcare",2022,team novo nordisk,7,maryland-cycling-classic,Pro,18.0,True
"Maryland Cycling Classic, presented by UnitedHealthcare",2023,human powered health,7,maryland-cycling-classic,Pro,35.0,True
"Maryland Cycling Classic, presented by UnitedHealthcare",2023,israel - premier tech,7,maryland-cycling-classic,Pro,60.0,True
"Maryland Cycling Classic, presented by UnitedHealthcare",2023,team corratec - selle italia,7,maryland-cycling-classic,Pro,0.0,True
"Maryland Cycling Classic, presented by UnitedHealthcare",2023,team novo nordisk,7,maryland-cycling-classic,Pro,2.0,True
Memorial Marco Pantani,2024,bingoal wb,7,memorial-marco-pantani,Lower,28.0,True
Memorial Marco Pantani,2024,caja rural - seguros rga,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2024,q36.5 pro cycling team,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2024,tdt - unibet cycling team,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2024,team corratec - vini fantini,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2024,team polti kometa,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2024,totalenergies,6,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2024,tudor pro cycling team,6,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2024,vf group - bardiani csf - faizanè,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,burgos burpellet bh,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,caja rural - seguros rga,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,equipo kern pharma,6,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,euskaltel - euskadi,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,q36.5 pro cycling team,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,team polti visitmalta,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,team solution tech - vini fantini,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,totalenergies,7,memorial-marco-pantani,Lower,55.0,True
Memorial Marco Pantani,2025,tudor pro cycling team,7,memorial-marco-pantani,Lower,75.0,True
Memorial Marco Pantani,2025,unibet tietema rockets,5,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,uno-x mobility,7,memorial-marco-pantani,Lower,0.0,True
Memorial Marco Pantani,2025,vf group - bardiani csf - faizanè,7,memorial-marco-pantani,Lower,0.0,True
Memorial Rik Van Steenbergen / Kempen Classic,2022,alpecin - deceuninck,6,memorial-rik-van-steenbergen,Lower,0.0,True
Memorial Rik Van Steenbergen / Kempen Classic,2022,bingoal pauwels sauces wb,7,memorial-rik-van-steenbergen,Lower,0.0,True
Memorial Rik Van Steenbergen / Kempen Classic,2022,human powered health,6,memorial-rik-van-steenbergen,Lower,18.0,True
Memorial Rik Van Steenbergen / Kempen Classic,2022,sport vlaanderen - baloise,7,memorial-rik-van-steenbergen,Lower,0.0,True
Memorial Rik Van Steenbergen / Kempen Classic,2022,team arkéa samsic,5,memorial-rik-van-steenbergen,Lower,0.0,True
Mercan'Tour Classic Alpes-Maritimes,2025,equipo kern pharma,6,mercan-tour-classic-alpes-maritimes,Lower,95.0,True
Mercan'Tour Classic Alpes-Maritimes,2025,team polti visitmalta,7,mercan-tour-classic-alpes-maritimes,Lower,0.0,True
Mercan'Tour Classic Alpes-Maritimes,2025,totalenergies,6,mercan-tour-classic-alpes-maritimes,Lower,0.0,True
Mercan'Tour Classic Alpes-Maritimes,2025,unibet tietema rockets,7,mercan-tour-classic-alpes-maritimes,Lower,0.0,True
Milano - Torino,2022,bardiani-csf-faizanè,7,milano-torino,Pro,18.0,True
Milano - Torino,2022,drone hopper - androni giocattoli,7,milano-torino,Pro,0.0,True
Milano - Torino,2022,eolo-kometa,7,milano-torino,Pro,0.0,True
Milano - Torino,2022,team arkéa samsic,7,milano-torino,Pro,85.0,True
Milano - Torino,2022,totalenergies,7,milano-torino,Pro,0.0,True
Milano - Torino,2023,bingoal wb,7,milano-torino,Pro,0.0,True
Milano - Torino,2023,eolo-kometa,7,milano-torino,Pro,0.0,True
Milano - Torino,2023,green project - bardiani csf - faizanè,7,milano-torino,Pro,0.0,True
Milano - Torino,2023,israel - premier tech,5,milano-torino,Pro,0.0,True
Milano - Torino,2023,q36.5 pro cycling team,7,milano-torino,Pro,45.0,True
Milano - Torino,2023,tudor pro cycling team,7,milano-torino,Pro,125.0,True
Milano - Torino,2024,bingoal wb,7,milano-torino,Pro,18.0,True
Milano - Torino,2024,israel - premier tech,7,milano-torino,Pro,0.0,True
Milano - Torino,2024,q36.5 pro cycling team,7,milano-torino,Pro,40.0,True
Milano - Torino,2024,team corratec - vini fantini,7,milano-torino,Pro,0.0,True
Milano - Torino,2024,team polti kometa,7,milano-torino,Pro,0.0,True
Milano - Torino,2024,totalenergies,7,milano-torino,Pro,0.0,True
Milano - Torino,2024,tudor pro cycling team,6,milano-torino,Pro,0.0,True
Milano - Torino,2024,uno-x mobility,6,milano-torino,Pro,0.0,True
Milano - Torino,2024,vf group - bardiani csf - faizanè,7,milano-torino,Pro,30.0,True
Milano-Sanremo,2022,bardiani-csf-faizanè,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2022,drone hopper - androni giocattoli,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2022,eolo-kometa,7,milano-sanremo,UWT,46.0,True
Milano-Sanremo,2022,team arkéa samsic,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2022,totalenergies,7,milano-sanremo,UWT,200.0,True
Milano-Sanremo,2023,eolo-kometa,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2023,green project - bardiani csf - faizanè,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2023,israel - premier tech,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2023,lotto dstny,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2023,q36.5 pro cycling team,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2023,totalenergies,7,milano-sanremo,UWT,60.0,True
Milano-Sanremo,2023,tudor pro cycling team,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2024,israel - premier tech,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2024,lotto dstny,7,milano-sanremo,UWT,80.0,True
Milano-Sanremo,2024,team corratec - vini fantini,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2024,team polti kometa,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2024,tudor pro cycling team,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2024,uno-x mobility,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2024,vf group - bardiani csf - faizanè,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2025,israel - premier tech,6,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2025,lotto,6,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2025,q36.5 pro cycling team,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2025,team solution tech - vini fantini,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2025,tudor pro cycling team,7,milano-sanremo,UWT,0.0,True
Milano-Sanremo,2025,uno-x mobility,7,milano-sanremo,UWT,90.0,True
Milano-Sanremo,2025,vf group - bardiani csf - faizanè,7,milano-sanremo,UWT,0.0,True
Minerva Classic Brugge-De Panne ME,2022,b&b hotels - ktm,6,classic-brugge-de-panne,UWT,0.0,True
Minerva Classic Brugge-De Panne ME,2022,bardiani-csf-faizanè,6,classic-brugge-de-panne,UWT,0.0,True
Minerva Classic Brugge-De Panne ME,2022,bingoal pauwels sauces wb,7,classic-brugge-de-panne,UWT,64.0,True
Minerva Classic Brugge-De Panne ME,2022,sport vlaanderen - baloise,7,classic-brugge-de-panne,UWT,0.0,True
Minerva Classic Brugge-De Panne ME,2022,team arkéa samsic,6,classic-brugge-de-panne,UWT,110.0,True
Minerva Classic Brugge-De Panne ME,2022,totalenergies,6,classic-brugge-de-panne,UWT,0.0,True
Minerva Classic Brugge-De Panne ME,2022,uno-x pro cycling team,6,classic-brugge-de-panne,UWT,0.0,True
Mont Ventoux Dénivelé Challenge,2022,b&b hotels - ktm,7,cic-mont-ventoux,Lower,0.0,True
Mont Ventoux Dénivelé Challenge,2022,burgos - bh,7,cic-mont-ventoux,Lower,0.0,True
Mont Ventoux Dénivelé Challenge,2022,caja rural - seguros rga,7,cic-mont-ventoux,Lower,0.0,True
Mont Ventoux Dénivelé Challenge,2022,equipo kern pharma,7,cic-mont-ventoux,Lower,16.0,True
Mont Ventoux Dénivelé Challenge,2022,team arkéa samsic,6,cic-mont-ventoux,Lower,0.0,True
Mont Ventoux Dénivelé Challenge,2022,totalenergies,6,cic-mont-ventoux,Lower,0.0,True
Mont Ventoux Dénivelé Challenge,2022,uno-x pro cycling team,7,cic-mont-ventoux,Lower,0.0,True
Muscat Classic,2023,bingoal wb,7,muscat-classic,Lower,16.0,True
Muscat Classic,2023,burgos - bh,7,muscat-classic,Lower,0.0,True
Muscat Classic,2023,equipo kern pharma,7,muscat-classic,Lower,20.0,True
Muscat Classic,2023,human powered health,7,muscat-classic,Lower,0.0,True
Muscat Classic,2023,lotto dstny,7,muscat-classic,Lower,0.0,True
Muscat Classic,2023,uno-x pro cycling team,7,muscat-classic,Lower,0.0,True
Muscat Classic,2025,burgos burpellet bh,7,muscat-classic,Lower,0.0,True
Muscat Classic,2025,q36.5 pro cycling team,7,muscat-classic,Lower,0.0,True
Muscat Classic,2025,totalenergies,7,muscat-classic,Lower,0.0,True
Muscat Classic,2025,tudor pro cycling team,7,muscat-classic,Lower,75.0,True
Muscat Classic,2025,uno-x mobility,7,muscat-classic,Lower,0.0,True
Muur Classic Geraardsbergen,2024,bingoal wb,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2024,lotto dstny,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2024,q36.5 pro cycling team,7,muur-classic-geraardsbergen,Lower,40.0,True
Muur Classic Geraardsbergen,2024,team flanders - baloise,6,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2024,totalenergies,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2024,uno-x mobility,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2025,euskaltel - euskadi,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2025,lotto,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2025,q36.5 pro cycling team,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2025,team flanders - baloise,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2025,totalenergies,7,muur-classic-geraardsbergen,Lower,0.0,True
Muur Classic Geraardsbergen,2025,unibet tietema rockets,6,muur-classic-geraardsbergen,Lower,32.0,True
Muur Classic Geraardsbergen,2025,uno-x mobility,6,muur-classic-geraardsbergen,Lower,75.0,True
Muur Classic Geraardsbergen,2025,wagner bazin wb,7,muur-classic-geraardsbergen,Lower,10.0,True
NIBC Tour of Holland  |  General classification,2025,lotto,4,tour-of-holland,Lower,0.0,True
NIBC Tour of Holland  |  General classification,2025,q36.5 pro cycling team,6,tour-of-holland,Lower,0.0,True
NIBC Tour of Holland  |  General classification,2025,team flanders - baloise,5,tour-of-holland,Lower,26.0,True
NIBC Tour of Holland  |  General classification,2025,team polti visitmalta,6,tour-of-holland,Lower,0.0,True
NIBC Tour of Holland  |  General classification,2025,totalenergies,4,tour-of-holland,Lower,0.0,True
NIBC Tour of Holland  |  General classification,2025,unibet tietema rockets,5,tour-of-holland,Lower,70.0,True
National Championships Canada ME - Road Race,2022,b&b hotels - ktm,1,nc-canada2,NC,0.0,True
National Championships Canada ME - Road Race,2022,human powered health,3,nc-canada2,NC,15.0,True
National Championships Czech Republic ME - Road Race,2025,burgos burpellet bh,1,nc-czech-republic2,NC,0.0,True
National Championships Czech Republic ME - Road Race,2025,caja rural - seguros rga,2,nc-czech-republic2,NC,0.0,True
National Championships Czech Republic ME - Road Race,2025,team novo nordisk,1,nc-czech-republic2,NC,10.0,True
National Championships Czech Republic ME - Road Race,2025,tudor pro cycling team,1,nc-czech-republic2,NC,0.0,True
National Championships Czech Republic ME - Road Race,2025,unibet tietema rockets,1,nc-czech-republic2,NC,0.0,True
National Championships Estonia ME - Road Race,2022,bingoal pauwels sauces wb,1,nc-estonia,NC,0.0,True
National Championships Estonia ME - Road Race,2022,burgos - bh,1,nc-estonia,NC,15.0,True
National Championships Estonia ME - Road Race,2022,team arkéa samsic,1,nc-estonia,NC,0.0,True
National Championships Hungary ME - Road Race,2023,eolo-kometa,1,nc-hungary,NC,0.0,True
National Championships Hungary ME - Road Race,2023,human powered health,1,nc-hungary,NC,0.0,True
National Championships Hungary ME - Road Race,2023,team novo nordisk,1,nc-hungary,NC,4.0,True
National Championships Spain ME - ITT,2022,burgos - bh,1,nc-spain-itt,NC,0.0,True
National Championships Spain ME - ITT,2022,caja rural - seguros rga,3,nc-spain-itt,NC,0.0,True
National Championships Spain ME - ITT,2022,equipo kern pharma,3,nc-spain-itt,NC,15.0,True
National Championships Spain ME - ITT,2022,euskaltel - euskadi,3,nc-spain-itt,NC,0.0,True
National Championships United States ME - Road Race,2022,human powered health,8,nc-united-states,NC,15.0,True
New Zealand Cycle Classic  |  General classification,2023,bolton equities black spoke,4,new-zealand-cycle-classic,Lower,25.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,burgos burpellet bh,7,gran-camino,Lower,52.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,caja rural - seguros rga,7,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,equipo kern pharma,5,gran-camino,Lower,36.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,euskaltel - euskadi,7,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,israel - premier tech,7,gran-camino,Lower,100.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,team polti visitmalta,7,gran-camino,Lower,70.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,uno-x mobility,7,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General Classification,2025,vf group - bardiani csf - faizanè,7,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General classification,2024,burgos - bh,6,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General classification,2024,caja rural - seguros rga,7,gran-camino,Lower,36.0,True
O Gran Camiño - The Historical Route  |  General classification,2024,equipo kern pharma,6,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General classification,2024,euskaltel - euskadi,7,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General classification,2024,q36.5 pro cycling team,7,gran-camino,Lower,0.0,True
O Gran Camiño - The Historical Route  |  General classification,2024,team polti kometa,7,gran-camino,Lower,0.0,True
Oberösterreich Rundfahrt  |  General classification,2024,tdt - unibet cycling team,6,oberosterreichrundfahrt,Lower,25.0,True
Oceania Continental Championships ME - ITT,2024,burgos - bh,1,oceania-continental-championships-itt,NC,60.0,True
Oceania Continental Championships ME - Road Race,2024,burgos - bh,2,oceania-championships,NC,75.0,True
Okolo Slovenska / Tour de Slovaquie  |  General classification,2023,caja rural - seguros rga,3,okolo-slovenska,Lower,36.0,True
Okolo Slovenska / Tour de Slovaquie  |  General classification,2023,eolo-kometa,6,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  General classification,2023,equipo kern pharma,6,okolo-slovenska,Lower,20.0,True
Okolo Slovenska / Tour de Slovaquie  |  General classification,2023,green project - bardiani csf - faizanè,7,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  General classification,2023,human powered health,5,okolo-slovenska,Lower,28.0,True
Okolo Slovenska / Tour de Slovaquie  |  General classification,2023,team corratec - selle italia,6,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 3,2024,bingoal wb,7,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 3,2024,caja rural - seguros rga,6,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 3,2024,lotto dstny,7,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 3,2024,q36.5 pro cycling team,7,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 3,2024,team corratec - vini fantini,6,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 3,2024,team novo nordisk,6,okolo-slovenska,Lower,7.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 3,2024,team polti kometa,6,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 4,2025,lotto,7,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 4,2025,team novo nordisk,5,okolo-slovenska,Lower,4.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 4,2025,team solution tech - vini fantini,7,okolo-slovenska,Lower,0.0,True
Okolo Slovenska / Tour de Slovaquie  |  Stage 4,2025,unibet tietema rockets,4,okolo-slovenska,Lower,0.0,True
Okolo jižních Čech / Tour of South Bohemia  |  General classification,2022,eolo-kometa,6,okolo-jiznich-cech,Lower,18.0,True
