race,year,team_norm,riders_started,slug,tier,points_scored,is_proteam
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,bingoal wb,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,bolton equities black spoke,6,4-jours-de-dunkerque,Pro,32.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,equipo kern pharma,5,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,human powered health,5,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,lotto dstny,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,team flanders - baloise,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,totalenergies,7,4-jours-de-dunkerque,Pro,50.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2023,uno-x pro cycling team,7,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,caja rural - seguros rga,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,euskaltel - euskadi,5,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,israel - premier tech,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,lotto,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,totalenergies,6,4-jours-de-dunkerque,Pro,55.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,tudor pro cycling team,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,unibet tietema rockets,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,uno-x mobility,5,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  General classification,2025,wagner bazin wb,5,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 1,2022,b&b hotels - ktm,7,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 1,2022,bingoal pauwels sauces wb,7,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 1,2022,burgos - bh,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 1,2022,human powered health,5,4-jours-de-dunkerque,Pro,30.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 1,2022,sport vlaanderen - baloise,5,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 1,2022,team arkéa samsic,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 1,2022,totalenergies,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 6,2024,bingoal wb,5,4-jours-de-dunkerque,Pro,18.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 6,2024,israel - premier tech,6,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 6,2024,lotto dstny,7,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 6,2024,q36.5 pro cycling team,5,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 6,2024,tdt - unibet cycling team,4,4-jours-de-dunkerque,Pro,0.0,True
4 Jours de Dunkerque / Grand Prix des Hauts de France  |  Stage 6,2024,totalenergies,5,4-jours-de-dunkerque,Pro,0.0,True
ADAC Cyclassics,2025,israel - premier tech,7,cyclassics-hamburg,UWT,0.0,True
ADAC Cyclassics,2025,lotto,7,cyclassics-hamburg,UWT,150.0,True
ADAC Cyclassics,2025,q36.5 pro cycling team,7,cyclassics-hamburg,UWT,225.0,True
ADAC Cyclassics,2025,tudor pro cycling team,7,cyclassics-hamburg,UWT,0.0,True
ADAC Cyclassics,2025,uno-x mobility,7,cyclassics-hamburg,UWT,0.0,True
Adriatica Ionica Race / Sulle Rotte della Serenissima  |  Stage 2,2022,bardiani-csf-faizanè,7,adriatica-ionica-race,Lower,0.0,True
Adriatica Ionica Race / Sulle Rotte della Serenissima  |  Stage 2,2022,drone hopper - androni giocattoli,7,adriatica-ionica-race,Lower,20.0,True
Adriatica Ionica Race / Sulle Rotte della Serenissima  |  Stage 2,2022,eolo-kometa,7,adriatica-ionica-race,Lower,0.0,True
Adriatica Ionica Race / Sulle Rotte della Serenissima  |  Stage 2,2022,equipo kern pharma,5,adriatica-ionica-race,Lower,0.0,True
Adriatica Ionica Race / Sulle Rotte della Serenissima  |  Stage 2,2022,euskaltel - euskadi,6,adriatica-ionica-race,Lower,0.0,True
Adriatica Ionica Race / Sulle Rotte della Serenissima  |  Stage 2,2022,team novo nordisk,6,adriatica-ionica-race,Lower,0.0,True
AlUla Tour  |  General classification,2025,caja rural - seguros rga,7,alula-tour,Lower,0.0,True
AlUla Tour  |  General classification,2025,equipo kern pharma,7,alula-tour,Lower,0.0,True
AlUla Tour  |  General classification,2025,q36.5 pro cycling team,7,alula-tour,Lower,100.0,True
AlUla Tour  |  General classification,2025,totalenergies,7,alula-tour,Lower,0.0,True
AlUla Tour  |  General classification,2025,tudor pro cycling team,6,alula-tour,Lower,0.0,True
AlUla Tour  |  General classification,2025,uno-x mobility,7,alula-tour,Lower,0.0,True
AlUla Tour  |  General classification,2025,wagner bazin wb,7,alula-tour,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2022,b&b hotels - ktm,6,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2022,bingoal pauwels sauces wb,7,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2022,sport vlaanderen - baloise,7,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2022,team arkéa samsic,7,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2022,totalenergies,7,ronde-van-drenthe,Lower,75.0,True
Albert Achterhes Profronde van Drenthe,2022,uno-x pro cycling team,7,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2023,bingoal wb,7,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2023,bolton equities black spoke,6,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2023,human powered health,7,ronde-van-drenthe,Lower,40.0,True
Albert Achterhes Profronde van Drenthe,2023,lotto dstny,7,ronde-van-drenthe,Lower,0.0,True
Albert Achterhes Profronde van Drenthe,2023,team flanders - baloise,6,ronde-van-drenthe,Lower,14.0,True
Albert Achterhes Profronde van Drenthe,2023,team novo nordisk,7,ronde-van-drenthe,Lower,5.0,True
Albert Achterhes Profronde van Drenthe,2023,totalenergies,7,ronde-van-drenthe,Lower,0.0,True
Amstel Gold Race,2022,b&b hotels - ktm,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2022,bardiani-csf-faizanè,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2022,bingoal pauwels sauces wb,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2022,sport vlaanderen - baloise,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2022,team arkéa samsic,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2022,totalenergies,6,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2023,israel - premier tech,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2023,lotto dstny,7,amstel-gold-race,UWT,90.0,True
Amstel Gold Race,2023,q36.5 pro cycling team,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2023,team flanders - baloise,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2023,totalenergies,7,amstel-gold-race,UWT,0.0,True
Amstel Gold Race,2023,tudor pro cycling team,7,amstel-gold-race,UWT,46.0,True
Amstel Gold Race,2023,uno-x pro cycling team,7,amstel-gold-race,UWT,0.0,True
Antwerp Port Epic / Sels Trophy,2022,bingoal pauwels sauces wb,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2022,sport vlaanderen - baloise,6,antwerp-port-epic,Lower,32.0,True
Antwerp Port Epic / Sels Trophy,2023,bingoal wb,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2023,bolton equities black spoke,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2023,euskaltel - euskadi,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2023,israel - premier tech,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2023,lotto dstny,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2023,q36.5 pro cycling team,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2023,team flanders - baloise,5,antwerp-port-epic,Lower,24.0,True
Antwerp Port Epic / Sels Trophy,2023,totalenergies,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2024,bingoal wb,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2024,caja rural - seguros rga,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2024,equipo kern pharma,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2024,lotto dstny,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2024,tdt - unibet cycling team,7,antwerp-port-epic,Lower,18.0,True
Antwerp Port Epic / Sels Trophy,2024,team flanders - baloise,7,antwerp-port-epic,Lower,7.0,True
Antwerp Port Epic / Sels Trophy,2024,totalenergies,7,antwerp-port-epic,Lower,55.0,True
Antwerp Port Epic / Sels Trophy,2024,uno-x mobility,7,antwerp-port-epic,Lower,75.0,True
Antwerp Port Epic / Sels Trophy,2025,caja rural - seguros rga,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,equipo kern pharma,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,euskaltel - euskadi,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,israel - premier tech,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,lotto,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,q36.5 pro cycling team,5,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,team flanders - baloise,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,team solution tech - vini fantini,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,totalenergies,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,unibet tietema rockets,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,uno-x mobility,7,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,vf group - bardiani csf - faizanè,6,antwerp-port-epic,Lower,0.0,True
Antwerp Port Epic / Sels Trophy,2025,wagner bazin wb,7,antwerp-port-epic,Lower,14.0,True
Arctic Race of Norway  |  General classification,2022,alpecin - deceuninck,6,arctic-race-of-norway,Pro,90.0,True
Arctic Race of Norway  |  General classification,2022,b&b hotels - ktm,6,arctic-race-of-norway,Pro,28.0,True
Arctic Race of Norway  |  General classification,2022,bingoal pauwels sauces wb,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2022,burgos - bh,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2022,euskaltel - euskadi,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2022,human powered health,5,arctic-race-of-norway,Pro,10.0,True
Arctic Race of Norway  |  General classification,2022,sport vlaanderen - baloise,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2022,team arkéa samsic,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2022,totalenergies,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2022,uno-x pro cycling team,5,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2023,bingoal wb,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2023,burgos - bh,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2023,equipo kern pharma,6,arctic-race-of-norway,Pro,50.0,True
Arctic Race of Norway  |  General classification,2023,human powered health,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2023,israel - premier tech,6,arctic-race-of-norway,Pro,220.0,True
Arctic Race of Norway  |  General classification,2023,q36.5 pro cycling team,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2023,team flanders - baloise,6,arctic-race-of-norway,Pro,65.0,True
Arctic Race of Norway  |  General classification,2023,uno-x pro cycling team,6,arctic-race-of-norway,Pro,80.0,True
Arctic Race of Norway  |  General classification,2025,burgos burpellet bh,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2025,equipo kern pharma,6,arctic-race-of-norway,Pro,40.0,True
Arctic Race of Norway  |  General classification,2025,israel - premier tech,6,arctic-race-of-norway,Pro,230.0,True
Arctic Race of Norway  |  General classification,2025,q36.5 pro cycling team,6,arctic-race-of-norway,Pro,110.0,True
Arctic Race of Norway  |  General classification,2025,team flanders - baloise,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2025,totalenergies,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2025,tudor pro cycling team,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2025,unibet tietema rockets,5,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  General classification,2025,uno-x mobility,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,bingoal wb,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,equipo kern pharma,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,israel - premier tech,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,lotto dstny,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,q36.5 pro cycling team,5,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,tdt - unibet cycling team,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,team flanders - baloise,6,arctic-race-of-norway,Pro,30.0,True
Arctic Race of Norway  |  Stage 3,2024,team novo nordisk,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,totalenergies,5,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,tudor pro cycling team,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,uno-x mobility,6,arctic-race-of-norway,Pro,0.0,True
Arctic Race of Norway  |  Stage 3,2024,vf group - bardiani csf - faizanè,5,arctic-race-of-norway,Pro,0.0,True
BEMER Cyclassics,2024,israel - premier tech,7,cyclassics-hamburg,UWT,0.0,True
BEMER Cyclassics,2024,lotto dstny,7,cyclassics-hamburg,UWT,0.0,True
BEMER Cyclassics,2024,q36.5 pro cycling team,7,cyclassics-hamburg,UWT,0.0,True
BEMER Cyclassics,2024,tudor pro cycling team,7,cyclassics-hamburg,UWT,0.0,True
BEMER Cyclassics,2024,uno-x mobility,7,cyclassics-hamburg,UWT,80.0,True
Baloise Belgium Tour  |  General classification,2022,b&b hotels - ktm,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2022,bingoal pauwels sauces wb,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2022,sport vlaanderen - baloise,5,tour-of-belgium,Pro,36.0,True
Baloise Belgium Tour  |  General classification,2022,team arkéa samsic,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2022,uno-x pro cycling team,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,bingoal wb,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,bolton equities black spoke,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,eolo-kometa,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,human powered health,7,tour-of-belgium,Pro,20.0,True
Baloise Belgium Tour  |  General classification,2023,israel - premier tech,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,lotto dstny,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,team corratec - selle italia,5,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,team flanders - baloise,7,tour-of-belgium,Pro,24.0,True
Baloise Belgium Tour  |  General classification,2023,team novo nordisk,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2023,uno-x pro cycling team,7,tour-of-belgium,Pro,110.0,True
Baloise Belgium Tour  |  General classification,2024,bingoal wb,4,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2024,israel - premier tech,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2024,lotto dstny,7,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2024,tdt - unibet cycling team,5,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2024,team flanders - baloise,6,tour-of-belgium,Pro,14.0,True
Baloise Belgium Tour  |  General classification,2024,team novo nordisk,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2024,team polti kometa,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2024,totalenergies,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2024,uno-x mobility,7,tour-of-belgium,Pro,150.0,True
Baloise Belgium Tour  |  General classification,2025,israel - premier tech,6,tour-of-belgium,Pro,70.0,True
Baloise Belgium Tour  |  General classification,2025,lotto,7,tour-of-belgium,Pro,90.0,True
Baloise Belgium Tour  |  General classification,2025,team flanders - baloise,7,tour-of-belgium,Pro,30.0,True
Baloise Belgium Tour  |  General classification,2025,team novo nordisk,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2025,totalenergies,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2025,tudor pro cycling team,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2025,unibet tietema rockets,6,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2025,uno-x mobility,5,tour-of-belgium,Pro,0.0,True
Baloise Belgium Tour  |  General classification,2025,wagner bazin wb,7,tour-of-belgium,Pro,0.0,True
Betcity Elfstedenrace,2024,lotto dstny,7,elfsteden-race,Lower,0.0,True
Betcity Elfstedenrace,2024,q36.5 pro cycling team,7,elfsteden-race,Lower,0.0,True
Betcity Elfstedenrace,2024,tdt - unibet cycling team,4,elfsteden-race,Lower,0.0,True
Betcity Elfstedenrace,2024,team flanders - baloise,7,elfsteden-race,Lower,8.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,alpecin - deceuninck,7,memorial-frank-vandenbroucke,Lower,0.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,b&b hotels - ktm,6,memorial-frank-vandenbroucke,Lower,0.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,bingoal pauwels sauces wb,7,memorial-frank-vandenbroucke,Lower,0.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,human powered health,7,memorial-frank-vandenbroucke,Lower,0.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,sport vlaanderen - baloise,7,memorial-frank-vandenbroucke,Lower,0.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,team arkéa samsic,7,memorial-frank-vandenbroucke,Lower,0.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,totalenergies,7,memorial-frank-vandenbroucke,Lower,0.0,True
Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,2022,uno-x pro cycling team,6,memorial-frank-vandenbroucke,Lower,55.0,True
Boucles de l'Aulne - Châteaulin,2022,b&b hotels - ktm,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2022,bingoal pauwels sauces wb,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2022,caja rural - seguros rga,6,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2022,euskaltel - euskadi,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2022,team arkéa samsic,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2022,totalenergies,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2022,uno-x pro cycling team,6,boucles-de-l-aulne,Lower,75.0,True
Boucles de l'Aulne - Châteaulin,2023,bingoal wb,6,boucles-de-l-aulne,Lower,50.0,True
Boucles de l'Aulne - Châteaulin,2023,caja rural - seguros rga,7,boucles-de-l-aulne,Lower,40.0,True
Boucles de l'Aulne - Châteaulin,2023,equipo kern pharma,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2023,euskaltel - euskadi,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2023,lotto dstny,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2023,totalenergies,6,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2023,uno-x pro cycling team,6,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2025,burgos burpellet bh,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2025,caja rural - seguros rga,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2025,equipo kern pharma,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2025,israel - premier tech,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2025,totalenergies,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2025,unibet tietema rockets,7,boucles-de-l-aulne,Lower,0.0,True
Boucles de l'Aulne - Châteaulin,2025,wagner bazin wb,7,boucles-de-l-aulne,Lower,14.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,bingoal wb,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,burgos - bh,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,caja rural - seguros rga,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,euskaltel - euskadi,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,lotto dstny,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,q36.5 pro cycling team,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,team polti kometa,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,totalenergies,6,boucles-de-la-mayenne,Pro,70.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2024,tudor pro cycling team,4,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,burgos burpellet bh,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,caja rural - seguros rga,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,lotto,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,q36.5 pro cycling team,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,team solution tech - vini fantini,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,totalenergies,6,boucles-de-la-mayenne,Pro,110.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,tudor pro cycling team,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,unibet tietema rockets,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  General classification,2025,wagner bazin wb,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,b&b hotels - ktm,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,bingoal pauwels sauces wb,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,burgos - bh,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,caja rural - seguros rga,5,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,drone hopper - androni giocattoli,2,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,equipo kern pharma,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,euskaltel - euskadi,6,boucles-de-la-mayenne,Pro,12.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,human powered health,4,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,sport vlaanderen - baloise,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,team arkéa samsic,4,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,totalenergies,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2022,uno-x pro cycling team,6,boucles-de-la-mayenne,Pro,0.0,True
Boucles de la Mayenne - Crédit Mutuel  |  Stage 3,2023,bingoal wb,6,boucles-de-la-mayenne,Pro,0.0,True
