rider_slug,rider_name,year_from,year_to,team_from,team_from_slug,team_from_class,team_from_annotation,team_from_trainee_flag,team_from_as_from_mmdd,team_from_until_mmdd,team_to,team_to_slug,team_to_class,team_to_match_status,transfer_context_type,had_prior_year_trainee_with_team_to,date_of_birth,age_at_transfer,age_on_jan_1,specialty_primary,specialty_primary_score,origin_team_context_group,origin_is_development_like,origin_class_rank,destination_class_rank,transfer_class_step,transfer_step_label,prior_year_uci_points,prior_year_racedays,prior_year_points_per_raceday,prior_year_result_summary_source,prior_year_n_starts,prior_year_n_started,prior_year_n_finished,prior_year_n_wins,prior_year_n_podiums,prior_year_n_top10s,prior_year_n_scoring_results,prior_year_finish_rate,prior_year_scoring_rate,prior_year_uci_points_from_stages,prior_year_uci_points_from_gc,prior_year_uci_points_from_one_day,prior_year_uci_points_from_secondary,prior_year_stage_points_share,prior_year_gc_points_share,prior_year_one_day_points_share,prior_year_secondary_points_share,prior_year_scored_150_flag,prior_year_scored_250_flag,prior_year_panel_available,prior_year_baseline_available,prior_year_baseline_source,prior_year_racedays_is_proxy,prior_year_uci_points_external_context,prior_year_pcs_points_external_context,prior_year_racedays_external_context_proxy,prior_year_n_starts_external_context,prior_year_n_started_external_context,prior_year_n_finished_external_context,prior_year_n_wins_external_context,prior_year_n_podiums_external_context,prior_year_n_top10s_external_context,prior_year_n_scoring_results_external_context,prior_year_uci_points_from_stages_external_context,prior_year_uci_points_from_gc_external_context,prior_year_uci_points_from_one_day_external_context,prior_year_uci_points_from_secondary_external_context,prior_year_external_context_available,prior_year_external_source_url,prior_year_external_source_cache_path,prior_year_external_scraped_at,prior_year_external_parse_status,prior_year_external_status,prior_panel_team_name,prior_panel_team_slug,prior_panel_team_class,current_year_uci_points,current_year_racedays,current_year_points_per_raceday,uci_points_delta_post_transfer,racedays_delta_post_transfer,points_per_raceday_delta_post_transfer,prior_team_rank_within_roster,new_team_rank_within_roster,old_team_rank,old_team_total_uci_points,old_team_n_riders_150,old_team_depth_rank,new_team_rank,new_team_total_uci_points,new_team_n_riders_150,new_team_depth_rank,new_team_avg_points_per_raceday,new_team_median_points_per_raceday,new_team_points_per_rider_raceday,share_of_new_team_points_at_join,prior_vs_new_team_avg_ppr_ratio,new_team_archetype_anchor_count,new_team_archetype_engine_count,new_team_archetype_banker_count,new_team_top1_share,new_team_top3_share,new_team_top5_share,matched_intra_proteam_transfer_file,pts_carried,uci_pts_from,uci_pts_to,pts_in,n_in,pts_out,n_out,net_pts_delta,net_n_delta,rank_change,pts_change,team_delta_rank_within_year,team_delta_total_pts,profile_source_url,profile_source_cache_path,profile_scraped_at,source_url,source_cache_path,scraped_at,parse_status
axel-huens,HUENS Axel,2023,2024,Circus - ReUz - Technord,circus-reuz-technord-2023,CT,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,2001-09-05,22.32,22.32,oneday,365.0,continental_origin,False,2.0,3.0,1.0,step_up,105.5,61.0,1.7295081967213115,external_results_page,61.0,60.0,60.0,0.0,8.0,25.0,10.0,1.0,0.16393442622950818,1.5,3.0,101.0,0.0,0.014218009478672985,0.02843601895734597,0.957345971563981,0.0,False,False,False,True,external_results_page,True,105.5,18.0,61.0,61.0,60.0,60.0,0.0,8.0,25.0,10.0,1.5,3.0,101.0,0.0,True,https://www.procyclingstats.com/rider/axel-huens/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/axel-huens-2023.md,2026-04-13T02:35:41+00:00,ok,ok,,,,162.0,52.0,3.1153846153846154,56.5,-9.0,1.385876418663304,,3,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.07487579843860895,1.0964305198400783,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/axel-huens,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/axel-huens.md,2026-04-12T17:09:20+00:00,https://www.procyclingstats.com/rider/axel-huens,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/axel-huens.md,2026-04-12T17:09:20+00:00,ok
baptiste-huyet,HUYET Baptiste,2023,2024,Bourg-en-Bresse Ain Cyclisme,bourg-en-bresse-ain-cyclisme-2023,CLUB,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,2000-07-06,23.49,23.49,climber,32.0,club_origin,False,1.0,3.0,2.0,step_up,6.0,37.0,0.16216216216216217,external_results_page,37.0,37.0,37.0,1.0,5.0,12.0,2.0,1.0,0.05405405405405406,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,external_results_page,True,6.0,1.0,37.0,37.0,37.0,37.0,1.0,5.0,12.0,2.0,0.0,6.0,0.0,0.0,True,https://www.procyclingstats.com/rider/baptiste-huyet/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/baptiste-huyet-2023.md,2026-04-13T02:35:41+00:00,ok,ok,,,,9.0,49.0,0.1836734693877551,3.0,12.0,0.02151130722559294,,17,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.0042583392476933995,0.10280352767041595,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/baptiste-huyet,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/baptiste-huyet.md,2026-04-12T17:09:35+00:00,https://www.procyclingstats.com/rider/baptiste-huyet,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/baptiste-huyet.md,2026-04-12T17:09:35+00:00,ok
jelle-johannink,JOHANNINK Jelle,2023,2024,ABLOC CT,abloc-ct-2023,CT,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1996-10-22,27.19,27.19,oneday,230.0,continental_origin,False,2.0,3.0,1.0,step_up,17.0,50.0,0.34,external_results_page,50.0,50.0,49.0,1.0,3.0,12.0,4.0,0.98,0.08,10.0,0.0,7.0,0.0,0.5882352941176471,0.0,0.4117647058823529,0.0,False,False,False,True,external_results_page,True,17.0,12.0,50.0,50.0,50.0,49.0,1.0,3.0,12.0,4.0,10.0,0.0,7.0,0.0,True,https://www.procyclingstats.com/rider/jelle-johannink/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/jelle-johannink-2023.md,2026-04-13T02:35:42+00:00,ok,ok,,,,108.0,55.0,1.9636363636363636,91.0,5.0,1.6236363636363635,,5,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.0120652945351313,0.21554472968230545,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/jelle-johannink,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/jelle-johannink.md,2026-04-12T17:18:02+00:00,https://www.procyclingstats.com/rider/jelle-johannink,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/jelle-johannink.md,2026-04-12T17:18:02+00:00,ok
zeb-kyffin,KYFFIN Zeb,2023,2024,Saint Piran,saint-piran-2023,CT,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1998-02-23,25.85,25.85,gc,102.0,continental_origin,False,2.0,3.0,1.0,step_up,137.0,47.0,2.9148936170212765,external_results_page,47.0,47.0,47.0,1.0,6.0,20.0,7.0,1.0,0.14893617021276595,0.0,120.0,17.0,0.0,0.0,0.8759124087591241,0.12408759124087591,0.0,False,False,False,True,external_results_page,True,137.0,94.0,47.0,47.0,47.0,47.0,1.0,6.0,20.0,7.0,0.0,120.0,17.0,0.0,True,https://www.procyclingstats.com/rider/zeb-kyffin/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/zeb-kyffin-2023.md,2026-04-13T02:35:43+00:00,ok,ok,,,,6.0,31.0,0.1935483870967742,-131.0,-16.0,-2.7213452299245025,,19,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.09723207948899928,1.8479116374515547,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/zeb-kyffin,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/zeb-kyffin.md,2026-04-12T17:28:02+00:00,https://www.procyclingstats.com/rider/zeb-kyffin,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/zeb-kyffin.md,2026-04-12T17:28:02+00:00,ok
lander-loockx,LOOCKX Lander,2023,2024,Team Deschacht - Group Hens - Containers Maes,team-deschacht-group-hens-containers-maes-2023,CLUB,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1997-04-25,26.69,26.69,hills,252.0,club_origin,False,1.0,3.0,2.0,step_up,31.0,29.0,1.0689655172413792,external_results_page,29.0,29.0,29.0,2.0,11.0,31.0,3.0,1.0,0.10344827586206896,7.0,3.0,20.0,0.0,0.23333333333333334,0.1,0.6666666666666666,0.0,False,False,False,True,external_results_page,True,31.0,12.0,29.0,29.0,29.0,29.0,2.0,11.0,31.0,3.0,7.0,3.0,20.0,0.0,True,https://www.procyclingstats.com/rider/lander-loockx/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/lander-loockx-2023.md,2026-04-13T02:35:42+00:00,ok,ok,,,,255.0,35.0,7.285714285714286,224.0,6.0,6.216748768472907,,1,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.0220014194464159,0.6776761278044086,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/lander-loockx,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/lander-loockx.md,2026-04-12T17:18:40+00:00,https://www.procyclingstats.com/rider/lander-loockx,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/lander-loockx.md,2026-04-12T17:18:40+00:00,ok
adrien-maire,MAIRE Adrien,2023,2024,AVC Aix-en-Provence,avc-aix-en-provence-2023,CLUB,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,2000-11-17,23.12,23.12,climber,208.0,club_origin,False,1.0,3.0,2.0,step_up,6.0,58.0,0.10344827586206896,external_results_page,58.0,58.0,58.0,3.0,9.0,30.0,2.0,1.0,0.034482758620689655,3.0,3.0,0.0,0.0,0.5,0.5,0.0,0.0,False,False,False,True,external_results_page,True,6.0,3.0,58.0,58.0,58.0,58.0,3.0,9.0,30.0,2.0,3.0,3.0,0.0,0.0,True,https://www.procyclingstats.com/rider/adrien-maire/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/adrien-maire-2023.md,2026-04-13T02:35:40+00:00,ok,ok,,,,118.0,45.0,2.6222222222222222,112.0,-13.0,2.5187739463601533,,4,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.0042583392476933995,0.06558156075526535,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/adrien-maire,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/adrien-maire.md,2026-04-12T17:08:57+00:00,https://www.procyclingstats.com/rider/adrien-maire,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/adrien-maire.md,2026-04-12T17:08:57+00:00,ok
sebastian-nielsen,NIELSEN Sebastian,2023,2024,Team ColoQuick,team-coloquick-2023,CT,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,2000-08-27,23.35,23.35,sprint,162.0,continental_origin,False,2.0,3.0,1.0,step_up,38.0,47.0,0.8085106382978723,external_results_page,47.0,47.0,45.0,2.0,4.0,17.0,3.0,0.9574468085106383,0.06382978723404255,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,False,False,False,True,external_results_page,True,38.0,7.0,47.0,47.0,47.0,45.0,2.0,4.0,17.0,3.0,0.0,0.0,38.0,0.0,True,https://www.procyclingstats.com/rider/sebastian-nielsen/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/sebastian-nielsen-2023.md,2026-04-13T02:35:43+00:00,ok,ok,,,,63.0,45.0,1.4,25.0,-2.0,0.5914893617021276,,8,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.0269694819020582,0.5125594322858327,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/sebastian-nielsen,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/sebastian-nielsen.md,2026-04-12T17:26:24+00:00,https://www.procyclingstats.com/rider/sebastian-nielsen,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/sebastian-nielsen.md,2026-04-12T17:26:24+00:00,ok
charles-paige,PAIGE Charles,2023,2024,Bourg-en-Bresse Ain Cyclisme,bourg-en-bresse-ain-cyclisme-2023,CLUB,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,2001-07-07,22.49,22.49,climber,26.0,club_origin,False,1.0,3.0,2.0,step_up,20.0,43.0,0.46511627906976744,external_results_page,43.0,43.0,42.0,2.0,2.0,13.0,2.0,0.9767441860465116,0.046511627906976744,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,True,external_results_page,True,20.0,15.0,43.0,43.0,43.0,42.0,2.0,2.0,13.0,2.0,0.0,20.0,0.0,0.0,True,https://www.procyclingstats.com/rider/charles-paige/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/charles-paige-2023.md,2026-04-13T02:35:41+00:00,ok,ok,,,,3.0,48.0,0.0625,-17.0,5.0,-0.40261627906976744,,20,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.014194464158977998,0.29486283130274343,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/charles-paige,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/charles-paige.md,2026-04-12T17:11:06+00:00,https://www.procyclingstats.com/rider/charles-paige,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/charles-paige.md,2026-04-12T17:11:06+00:00,ok
nicklas-amdi-pedersen,PEDERSEN Nicklas Amdi,2023,2024,Team ColoQuick,team-coloquick-2023,CT,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1993-08-03,30.41,30.41,sprint,344.0,continental_origin,False,2.0,3.0,1.0,step_up,131.0,38.0,3.4473684210526314,external_results_page,38.0,38.0,37.0,2.0,10.0,25.0,11.0,0.9736842105263158,0.2894736842105263,7.0,23.0,101.0,0.0,0.05343511450381679,0.17557251908396945,0.7709923664122137,0.0,False,False,False,True,external_results_page,True,131.0,66.0,38.0,38.0,38.0,37.0,2.0,10.0,25.0,11.0,7.0,23.0,101.0,0.0,True,https://www.procyclingstats.com/rider/nicklas-amdi-pedersen/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/nicklas-amdi-pedersen-2023.md,2026-04-13T02:35:43+00:00,ok,ok,,,,54.0,44.0,1.2272727272727273,-77.0,6.0,-2.2200956937799043,,11,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.09297374024130589,2.185476748326781,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/nicklas-amdi-pedersen,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/nicklas-amdi-pedersen.md,2026-04-12T17:22:27+00:00,https://www.procyclingstats.com/rider/nicklas-amdi-pedersen,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/nicklas-amdi-pedersen.md,2026-04-12T17:22:27+00:00,ok
andreas-stokbro,STOKBRO Andreas,2023,2024,Leopard TOGT Pro Cycling,leopard-togt-pro-cycling-2023,CT,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1997-04-08,26.73,26.73,sprint,508.0,continental_origin,False,2.0,3.0,1.0,step_up,139.0,49.0,2.836734693877551,external_results_page,49.0,47.0,47.0,2.0,3.0,9.0,8.0,1.0,0.16326530612244897,3.0,25.0,111.0,0.0,0.02158273381294964,0.17985611510791366,0.7985611510791367,0.0,False,False,False,True,external_results_page,True,139.0,85.0,49.0,49.0,47.0,47.0,2.0,3.0,9.0,8.0,3.0,25.0,111.0,0.0,True,https://www.procyclingstats.com/rider/andreas-stokbro/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/andreas-stokbro-2023.md,2026-04-13T02:35:41+00:00,ok,ok,,,,55.0,52.0,1.0576923076923077,-84.0,3.0,-1.7790423861852431,,10,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.09865152590489709,1.79836239050663,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/andreas-stokbro,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/andreas-stokbro.md,2026-04-12T17:08:57+00:00,https://www.procyclingstats.com/rider/andreas-stokbro,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/andreas-stokbro.md,2026-04-12T17:08:57+00:00,ok
adam-toupalik,ŤOUPALÍK Adam,2023,2024,Elkov - Kasper,elkov-kasper-2023,CT,,False,,,TDT - Unibet Cycling Team,tdt-unibet-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1996-05-09,27.65,27.65,hills,387.0,continental_origin,False,2.0,3.0,1.0,step_up,364.0,59.0,6.169491525423729,external_results_page,59.0,57.0,56.0,6.0,18.0,37.0,19.0,0.9824561403508771,0.3220338983050847,26.0,108.0,230.0,0.0,0.07142857142857142,0.2967032967032967,0.6318681318681318,0.0,True,True,False,True,external_results_page,True,364.0,191.0,59.0,59.0,57.0,56.0,6.0,18.0,37.0,19.0,26.0,108.0,230.0,0.0,True,https://www.procyclingstats.com/rider/adam-toupalik/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/adam-toupalik-2023.md,2026-04-13T02:35:40+00:00,ok,ok,,,,60.0,40.0,1.5,-304.0,-19.0,-4.669491525423729,,9,,,,,13,1409.0,3,13.0,1.5773988095238098,1.178571,1.583146,0.25833924769339955,3.911180538602153,0,0,2,0.180979,0.452803,0.6132,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/adam-toupalik,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/adam-toupalik.md,2026-04-12T17:08:57+00:00,https://www.procyclingstats.com/rider/adam-toupalik,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/adam-toupalik.md,2026-04-12T17:08:57+00:00,ok
alexandre-balmer,BALMER Alexandre,2023,2024,Team Jayco AlUla,team-jayco-alula-2023,WT,,False,,,Team Corratec - Vini Fantini,team-corratec-vini-fantini-2024,PRT,exact_slug_match,external_to_panel_transfer,False,2000-05-04,23.66,23.66,oneday,186.0,worldtour_origin,False,4.0,3.0,-1.0,step_down,60.0,28.0,2.142857142857143,external_results_page,28.0,28.0,22.0,0.0,0.0,1.0,4.0,0.7857142857142857,0.14285714285714285,0.0,5.0,55.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,False,False,False,True,external_results_page,True,60.0,76.0,28.0,28.0,28.0,22.0,0.0,0.0,1.0,4.0,0.0,5.0,55.0,0.0,True,https://www.procyclingstats.com/rider/alexandre-balmer/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/alexandre-balmer-2023.md,2026-04-13T02:35:40+00:00,ok,ok,,,,47.0,54.0,0.8703703703703703,-13.0,26.0,-1.2724867724867726,,8,,,,,15,1190.0,3,13.0,0.7105817857142858,0.251123,0.897436,0.05042016806722689,3.015637588716288,0,0,0,0.193277,0.49916,0.691597,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/alexandre-balmer,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/alexandre-balmer.md,2026-04-12T17:08:57+00:00,https://www.procyclingstats.com/rider/alexandre-balmer,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/alexandre-balmer.md,2026-04-12T17:08:57+00:00,ok
niccolo-bonifazio,BONIFAZIO Niccolò,2023,2024,Intermarché - Circus - Wanty,intermarche-circus-wanty-2023,WT,,False,,,Team Corratec - Vini Fantini,team-corratec-vini-fantini-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1993-10-29,30.17,30.17,sprint,1706.0,worldtour_origin,False,4.0,3.0,-1.0,step_down,279.0,60.0,4.65,external_results_page,60.0,59.0,52.0,1.0,1.0,7.0,8.0,0.8813559322033898,0.13333333333333333,189.0,0.0,90.0,0.0,0.6774193548387096,0.0,0.3225806451612903,0.0,True,True,False,True,external_results_page,True,279.0,143.0,60.0,60.0,59.0,52.0,1.0,1.0,7.0,8.0,189.0,0.0,90.0,0.0,True,https://www.procyclingstats.com/rider/niccolo-bonifazio/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/niccolo-bonifazio-2023.md,2026-04-13T02:35:43+00:00,ok,ok,,,,3.0,49.0,0.061224489795918366,-276.0,-11.0,-4.588775510204082,,17,,,,,15,1190.0,3,13.0,0.7105817857142858,0.251123,0.897436,0.23445378151260504,6.543933567514346,0,0,0,0.193277,0.49916,0.691597,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/niccolo-bonifazio,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/niccolo-bonifazio.md,2026-04-12T17:22:27+00:00,https://www.procyclingstats.com/rider/niccolo-bonifazio,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/niccolo-bonifazio.md,2026-04-12T17:22:27+00:00,ok
noah-bogli,BÖGLI Noah,2023,2024,Elite Fondations Cycling Team,elite-fondations-cycling-team-2023,CLUB,,False,,,Team Corratec - Vini Fantini,team-corratec-vini-fantini-2024,PRT,exact_slug_match,external_to_panel_transfer,False,1996-08-01,27.42,27.42,tt,71.0,club_origin,False,1.0,3.0,2.0,step_up,20.0,19.0,1.0526315789473684,external_results_page,19.0,18.0,18.0,0.0,4.0,6.0,1.0,1.0,0.05263157894736842,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,False,False,False,True,external_results_page,True,20.0,2.0,19.0,19.0,18.0,18.0,0.0,4.0,6.0,1.0,0.0,0.0,20.0,0.0,True,https://www.procyclingstats.com/rider/noah-bogli/2023/results,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_results_pages/noah-bogli-2023.md,2026-04-13T02:35:43+00:00,ok,ok,,,,0.0,13.0,0.0,-20.0,-6.0,-1.0526315789473684,,21,,,,,15,1190.0,3,13.0,0.7105817857142858,0.251123,0.897436,0.01680672268907563,1.481365833053615,0,0,0,0.193277,0.49916,0.691597,False,,,,,,,,,,,,,,https://www.procyclingstats.com/rider/noah-bogli,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/noah-bogli.md,2026-04-12T17:22:27+00:00,https://www.procyclingstats.com/rider/noah-bogli,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/noah-bogli.md,2026-04-12T17:22:27+00:00,ok
valentin-darbellay,DARBELLAY Valentin,2023,2024,Elite Fondations Cycling Team,elite-fondations-cycling-team-2023,CLUB,,False,,,Team Corratec - Vini Fantini,team-corratec-vini-fantini-2024,PRT,exact_slug_match,promotion_after_trainee,True,1997-11-19,26.12,26.12,hills,70.0,club_origin,False,1.0,3.0,2.0,step_up,3.0,18.0,0.16666666666666666,panel_result_summary,19.0,19.0,17.0,1.0,1.0,3.0,1.0,0.8947368421052632,0.05263157894736842,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,True,panel,False,,,,,,,,,,,,,,,False,,,,,,Team Corratec - Selle Italia,team-corratec-selle-italia-2023,PRT,40.0,68.0,0.5882352941176471,37.0,50.0,0.42156862745098045,19.0,10,,,,,15,1190.0,3,13.0,0.7105817857142858,0.251123,0.897436,0.0025210084033613447,0.23454959023348906,0,0,0,0.193277,0.49916,0.691597,True,33.0,33.0,33.0,,,,,,,,,,,https://www.procyclingstats.com/rider/valentin-darbellay,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/valentin-darbellay.md,2026-04-12T17:27:19+00:00,https://www.procyclingstats.com/rider/valentin-darbellay,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/valentin-darbellay.md,2026-04-12T17:27:19+00:00,ok
antoine-debons,DEBONS Antoine,2023,2024,Philippe Wagner Cycling,philippe-wagner-cycling-2023,DN1,,False,,,Team Corratec - Vini Fantini,team-corratec-vini-fantini-2024,PRT,exact_slug_match,promotion_after_trainee,True,1998-02-17,25.87,25.87,hills,26.0,club_origin,False,1.0,3.0,2.0,step_up,5.0,31.0,0.16129032258064516,panel_result_summary,16.0,16.0,15.0,0.0,0.0,4.0,1.0,0.9375,0.0625,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,True,panel,False,,,,,,,,,,,,,,,False,,,,,,Team Corratec - Selle Italia,team-corratec-selle-italia-2023,PRT,3.0,53.0,0.05660377358490566,-2.0,22.0,-0.1046865489957395,18.0,18,,,,,15,1190.0,3,13.0,0.7105817857142858,0.251123,0.897436,0.004201680672268907,0.22698347441950556,0,0,0,0.193277,0.49916,0.691597,True,0.0,0.0,0.0,,,,,,,,,,,https://www.procyclingstats.com/rider/antoine-debons,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/antoine-debons.md,2026-04-12T17:08:57+00:00,https://www.procyclingstats.com/rider/antoine-debons,/Volumes/Developer/Developer/procycling-clean-scraped-data/raw_data/rider_profile_pages/antoine-debons.md,2026-04-12T17:08:57+00:00,ok
