team_slug,team_name,planning_year,race_id,race_name,category,date_label,month,start_date,end_date,pcs_race_slug,historical_years_analyzed,race_type,route_profile,avg_top10_points,avg_winner_points,avg_points_efficiency,avg_stage_top10_points,avg_stage_count,avg_top10_field_form,base_opportunity_index,base_opportunity_points,one_day_signal,stage_hunter_signal,gc_signal,time_trial_signal,all_round_signal,sprint_bonus_signal,specialty_fit_score,sprint_fit_bonus,team_fit_score,team_fit_multiplier,participation_confidence,execution_multiplier,expected_points,actual_points,ev_gap,status,team_calendar_status,source,overlap_group,notes,as_of_date,race_priority_points,race_key,rider_name,specialty_primary,archetype,predicted_rider_reaches_150_probability,uci_points,points_per_raceday,team_rank_within_roster,current_scored_150_flag,model_name,uci_points_score,points_per_raceday_score,roster_priority_score,rider_selection_score,specialty_match_score,allocation_score,allocation_rank,recommended_start_flag,race_leader_flag
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,TRENTIN Matteo,oneday,anchor,0.7848491117176415,613.0,40.866667,1,1,baseline_prior_points,1.0,1.0,1.0,0.8709094670305849,0.404036,70.277038,1,1,1
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,MOZZATO Luca,oneday,anchor,0.7479814747328172,575.0,28.75,2,1,baseline_prior_points,0.9380097879282219,0.7035073352079336,0.9743589743589743,0.7955518613496001,0.404036,66.396487,2,1,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,BRENNER Marco,gc,anchor,0.4896975527534472,367.0,26.214286,3,1,baseline_prior_points,0.598694942903752,0.6414588691561267,0.9487179487179487,0.5947786511876574,0.53383,64.226683,3,1,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,RONDEL Mathys,hills,engine,0.4666751973107271,350.0,19.444444,4,1,baseline_prior_points,0.5709624796084829,0.47580205158399635,0.9230769230769231,0.5507793663925764,0.495083,59.522254,4,1,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,VOISARD Yannis,gc,engine,0.2387671988546241,161.0,10.733333,5,1,baseline_prior_points,0.2626427406199021,0.26264273032102176,0.8974358974358975,0.3486645926665077,0.53383,51.553003,5,1,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,STORER Michael,gc,banker,0.2205286433512294,142.0,8.875,7,0,baseline_prior_points,0.23164763458401305,0.21716965565114474,0.8461538461538461,0.2726727824321953,0.53383,47.639793,6,1,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,ALAPHILIPPE Julian,fallback,unclassified,0.1541673876974242,61.0,3.588235,9,0,baseline_prior_points,0.09951060358890701,0.08780346584173356,0.7948717948717949,0.19510919234078475,0.537139,43.853908,7,1,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,STORK Florian,fallback,unclassified,0.1379333137788188,37.0,4.111111,12,0,baseline_prior_points,0.06035889070146819,0.10059814762970516,0.717948717948718,0.17568047127676567,0.537139,42.853423,8,0,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,FROIDEVAUX Robin,sprint,low_conversion_depth,0.1392293345111634,39.0,1.56,11,0,baseline_prior_points,0.0636215334420881,0.03817291975389136,0.7435897435897436,0.1699846663729649,0.52228,41.624913,9,0,0
tudor-pro-cycling-team,Tudor Pro Cycling Team,2026,1,Tour Down Under,2.UWT,20.01-25.01,1,2026-01-20,2026-01-25,tour-down-under,,Stage race,multi-stage race,1155.4944444444443,303.9194444444444,34.23952658855011,249.86944444444444,5.447222222222222,3.833013888888889,0.6404649540503146,742.531046339422,0.15,0.5563752799218601,0.5842148598565164,0.0,0.733206257159221,0.6911739889964122,0.4612030565647426,0.1785482118814872,0.5206105276560861,0.8561831582968258,1.0,0.18,114.43366374989996,297.0,182.56633625010005,completed,active,team_program_live,,matched_via=token_overlap | history_fallback_from=2.Pro | history_missing,2026-04-20,114.43366374989996,1,WILKSCH Hannes,gc,low_conversion_depth,0.1214119285385675,10.0,0.454545,16,0,baseline_prior_points,0.01631321370309951,0.011122634493290094,0.6153846153846154,0.1376853352059055,0.53383,40.688594,10,0,0
