team_slug,team_name,planning_year,race_id,race_name,category,date_label,month,start_date,end_date,pcs_race_slug,historical_years_analyzed,race_type,route_profile,avg_top10_points,avg_winner_points,avg_points_efficiency,avg_stage_top10_points,avg_stage_count,avg_top10_field_form,base_opportunity_index,base_opportunity_points,one_day_signal,stage_hunter_signal,gc_signal,time_trial_signal,all_round_signal,sprint_bonus_signal,specialty_fit_score,sprint_fit_bonus,team_fit_score,team_fit_multiplier,participation_confidence,execution_multiplier,expected_points,actual_points,ev_gap,status,team_calendar_status,source,overlap_group,notes,as_of_date,race_priority_points,race_key,rider_name,specialty_primary,archetype,predicted_rider_reaches_150_probability,uci_points,points_per_raceday,team_rank_within_roster,current_scored_150_flag,model_name,uci_points_score,points_per_raceday_score,roster_priority_score,rider_selection_score,specialty_match_score,allocation_score,allocation_rank,recommended_start_flag,race_leader_flag
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,IZAGIRRE Ion,hills,anchor,0.9087437525097424,798.0,44.333333,1,1,baseline_prior_points,1.0,0.9371273703227797,1.0,0.9358153570542623,0.434979,26.256137,1,1,1
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,ANIOŁKOWSKI Stanisław,oneday,anchor,0.5679831414902032,425.0,25.0,4,1,baseline_prior_points,0.5325814536340853,0.528455287989953,0.896551724137931,0.6129714958698165,0.641458,24.995078,2,1,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,COQUARD Bryan,oneday,engine,0.5878421311765534,440.0,18.333333,3,1,baseline_prior_points,0.5513784461152882,0.3875338708132284,0.9310344827586207,0.6090766522153072,0.641458,24.92539,3,1,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,ARANBURU Alex,fallback,anchor,0.7866767059264448,615.0,47.307692,2,1,baseline_prior_points,0.7706766917293233,1.0,0.9655172413793104,0.8456254168667303,0.31385,21.993543,4,1,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,BIERMANS Jenthe,oneday,engine,0.3156059813647759,232.0,12.210526,6,1,baseline_prior_points,0.2907268170426065,0.25810868135355236,0.8275862068965517,0.3899111934158142,0.641458,21.004021,5,1,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,RENARD Alexis,oneday,banker,0.2261782028219199,148.0,8.222222,7,0,baseline_prior_points,0.18546365914786966,0.17380306779709312,0.7931034482758621,0.2596340926050891,0.641458,18.673067,6,1,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,CARR Simon,oneday,banker,0.1650866184620422,76.0,7.6,10,0,baseline_prior_points,0.09523809523809523,0.16065040754894572,0.6896551724137931,0.20163885897475603,0.641458,17.6354,7,1,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,FERRON Valentin,oneday,unclassified,0.1506612516779124,56.0,7.0,13,0,baseline_prior_points,0.07017543859649122,0.14796748063718684,0.5862068965517242,0.178230106617147,0.641458,17.216564,8,0,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,PAGE Hugo,oneday,unclassified,0.1548765695862161,62.0,3.647059,11,0,baseline_prior_points,0.07769423558897243,0.07709230456645401,0.6551724137931034,0.17777645237490536,0.641458,17.208447,9,0,0
cofidis,Cofidis,2026,24922,Classica Camp de Morvedre,1.1,23.01,1,2026-01-23,2026-01-23,classica-camp-de-morvedre,,One-day,sprint-friendly one-day,540.2378378378378,125.15135135135137,18.182291815424215,0.2378378378378378,0.0108108108108108,3.449105855855856,0.2179370203983968,117.75525419786504,0.8534898445481564,0.0,0.0,0.0135135135135135,0.2232826576576576,0.5810900552066851,0.4391399573814815,0.1691322406006983,0.4804559941705221,0.8441367982511566,1.0,0.4,39.76061730233475,0.0,-39.76061730233475,completed,active,team_program_live,,matched_via=normalized_name | history_fallback_from=1.1 | history_missing,2026-04-20,39.76061730233475,24922,THOMAS Benjamin,oneday,unclassified,0.152055769860918,58.0,2.9,12,0,baseline_prior_points,0.07268170426065163,0.061300813406834555,0.6206896551724138,0.16976571987088254,0.641458,17.065117,10,0,0
