team_slug,planning_year,detected_at_utc,change_type,race_id,race_name,old_value,new_value,source,notes
team-flanders-baloise,2026,2026-06-22T15:03:26.575693+00:00,status_changed,60,Baloise Belgium Tour,scheduled,completed,team_calendar_refresh,matched_via=normalized_name
