team_slug,planning_year,detected_at_utc,change_type,race_id,race_name,old_value,new_value,source,notes
team-novo-nordisk,2026,2026-06-07T11:18:53.283847+00:00,status_changed,250,Tour of Estonia,scheduled,completed,team_calendar_refresh,matched_via=normalized_name
