team_slug,planning_year,detected_at_utc,change_type,race_id,race_name,old_value,new_value,source,notes
burgos-burpellet-bh,2026,2026-07-22T11:22:47.039012+00:00,race_added,773,CRO Race,,scheduled,team_calendar_refresh,matched_via=normalized_name
