team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
solution-tech-nippo-rali,2026,2026-07-21,1816.3302894059716,1745.0940411778718,71.23624822810004,1210.0,-535.0940411778718,41,39,2
