team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
burgos-burpellet-bh,2026,2026-04-17,2452.961904360749,1497.3451138375349,955.6167905232145,604.0,-1156.3383210393608,48,34,14
