team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
team-novo-nordisk,2026,2026-09-02,1511.6591202132872,1408.390566029465,103.26855418382218,43.0,-1365.390566029465,22,19,3
