team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
caja-rural-seguros-rga,2026,2026-04-24,3962.1467314926304,2507.4618739218563,1454.684857570774,1192.0,-1352.9472112342662,66,45,21
