team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
cofidis,2026,2026-06-29,4981.485322908932,4110.7641883091355,870.7211345997981,3635.0,-475.76418830913474,84,70,14
