team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
mbh-bank-csb-telecom-fort,2026,2026-05-19,3580.9462219814795,1428.4320331095291,2152.51418887195,743.0,-685.4320331095292,70,28,42
