team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
modern-adventure-pro-cycling,2026,2026-06-27,2206.64721672976,1563.454565003001,643.1926517267594,671.0,-892.454565003001,34,25,9
