team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
team-polti-visitmalta,2026,2026-06-08,3970.922961832842,2271.5963850239905,1699.3265768088515,1642.0,-629.5963850239903,74,45,29
