team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
tudor-pro-cycling-team,2026,2026-06-21,6098.4329542800415,3414.4106950475493,2684.0222592324917,3329.0,-301.3355572176691,98,56,42
