team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
totalenergies,2026,2026-06-01,4145.811469980074,3447.168645452069,698.6428245280051,2008.0,-1439.1686454520693,79,65,14
