team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
team-flanders-baloise,2026,2026-06-14,2811.72869183977,2239.970020736298,571.7586711034719,727.0,-1512.970020736298,51,44,7
