team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
bardiani-csf-7-saber,2026,2026-06-12,3481.5679262020944,1663.125836571738,1818.4420896303566,875.0,-788.1258365717382,66,37,29
