team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
euskaltel-euskadi,2026,2026-07-21,3080.147920510138,2525.612021896086,554.535898614053,1260.0,-1265.6120218960857,53,42,11
