team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
equipo-kern-pharma,2026,2026-09-14,3319.759221435427,2978.289468369411,341.46975306601644,1910.0,-1068.289468369411,64,59,5
