team_slug,planning_year,as_of_date,total_expected_points,completed_expected_points,remaining_expected_points,actual_points_known,ev_gap_known,race_count,completed_race_count,remaining_race_count
pinarello-q365-pro-cycling-team,2026,2026-06-01,3643.7014304691243,2943.0401342637874,700.6612962053371,3110.0,166.9598657362128,64,52,12
